,date,ticker,price
0,2000-08-10,PBR,1.4530376195907593
1,2000-08-11,PBR,1.4498649835586548
2,2000-08-14,PBR,1.4435197114944458
3,2000-08-15,PBR,1.4498649835586548
4,2000-08-16,PBR,1.4879356622695923
5,2000-08-17,PBR,1.5609042644500732
6,2000-08-18,PBR,1.4720730781555176
7,2000-08-21,PBR,1.4784172773361206
8,2000-08-22,PBR,1.4942806959152222
9,2000-08-23,PBR,1.5291790962219238
10,2000-08-24,PBR,1.4974528551101685
11,2000-08-25,PBR,1.5355238914489746
12,2000-08-28,PBR,1.5291790962219238
13,2000-08-29,PBR,1.5799397230148315
14,2000-08-30,PBR,1.6370463371276855
15,2000-08-31,PBR,1.6148381233215332
16,2000-09-01,PBR,1.5831125974655151
17,2000-09-05,PBR,1.5926305055618286
18,2000-09-06,PBR,1.6751168966293335
19,2000-09-07,PBR,1.6941522359848022
20,2000-09-08,PBR,1.6624268293380737
21,2000-09-11,PBR,1.6909801959991455
22,2000-09-12,PBR,1.6338735818862915
23,2000-09-13,PBR,1.5672491788864136
24,2000-09-14,PBR,1.541869044303894
25,2000-09-15,PBR,1.5355238914489746
26,2000-09-18,PBR,1.4911081790924072
27,2000-09-19,PBR,1.500625729560852
28,2000-09-20,PBR,1.5291790962219238
29,2000-09-21,PBR,1.4879356622695923
30,2000-09-22,PBR,1.4720730781555176
31,2000-09-25,PBR,1.4942806959152222
32,2000-09-26,PBR,1.5386964082717896
33,2000-09-27,PBR,1.5323516130447388
34,2000-09-28,PBR,1.5228334665298462
35,2000-09-29,PBR,1.5260066986083984
36,2000-10-02,PBR,1.5291790962219238
37,2000-10-03,PBR,1.5386964082717896
38,2000-10-04,PBR,1.5386964082717896
39,2000-10-05,PBR,1.5450414419174194
40,2000-10-06,PBR,1.510143756866455
41,2000-10-09,PBR,1.5228334665298462
42,2000-10-10,PBR,1.5482146739959717
43,2000-10-11,PBR,1.5482146739959717
44,2000-10-12,PBR,1.6148381233215332
45,2000-10-13,PBR,1.5704225301742554
46,2000-10-16,PBR,1.5228334665298462
47,2000-10-17,PBR,1.4752449989318848
48,2000-10-18,PBR,1.4911081790924072
49,2000-10-19,PBR,1.510143756866455
50,2000-10-20,PBR,1.4784172773361206
51,2000-10-23,PBR,1.421311616897583
52,2000-10-24,PBR,1.3705497980117798
53,2000-10-25,PBR,1.335652470588684
54,2000-10-26,PBR,1.421311616897583
55,2000-10-27,PBR,1.4403470754623413
56,2000-10-30,PBR,1.4593830108642578
