,date,ticker,price
0,2000-04-06,PTR,6.325459957122803
1,2000-04-07,PTR,5.844437599182129
2,2000-04-10,PTR,5.844437599182129
3,2000-04-11,PTR,6.205206394195557
4,2000-04-12,PTR,6.012795925140381
5,2000-04-13,PTR,5.772283554077148
6,2000-04-14,PTR,5.772283554077148
7,2000-04-17,PTR,5.676079273223877
8,2000-04-18,PTR,5.772283554077148
9,2000-04-19,PTR,5.700130939483643
10,2000-04-20,PTR,5.627976894378662
11,2000-04-24,PTR,5.5798749923706055
12,2000-04-25,PTR,5.555822849273682
13,2000-04-26,PTR,5.483669757843018
14,2000-04-27,PTR,5.5798749923706055
15,2000-04-28,PTR,5.820385932922363
16,2000-05-01,PTR,5.892540454864502
17,2000-05-02,PTR,5.868488311767578
18,2000-05-03,PTR,5.603926181793213
19,2000-05-04,PTR,5.6520280838012695
20,2000-05-05,PTR,5.772283554077148
21,2000-05-08,PTR,5.676079273223877
22,2000-05-09,PTR,5.772283554077148
23,2000-05-10,PTR,6.205206394195557
24,2000-05-11,PTR,6.373564720153809
25,2000-05-12,PTR,7.215353965759277
26,2000-05-15,PTR,7.311556339263916
27,2000-05-16,PTR,7.455869674682617
28,2000-05-17,PTR,7.263458728790283
29,2000-05-18,PTR,7.960941791534424
30,2000-05-19,PTR,7.984991073608398
31,2000-05-22,PTR,7.792582035064697
32,2000-05-23,PTR,7.046996593475342
33,2000-05-24,PTR,7.1191511154174805
34,2000-05-25,PTR,6.734334468841553
35,2000-05-26,PTR,7.263458728790283
36,2000-05-30,PTR,7.479918479919434
37,2000-05-31,PTR,7.744479179382324
38,2000-06-01,PTR,7.888787269592285
39,2000-06-02,PTR,7.936892032623291
40,2000-06-05,PTR,7.696380615234375
41,2000-06-06,PTR,7.7685322761535645
42,2000-06-07,PTR,8.273608207702637
43,2000-06-08,PTR,7.888787269592285
44,2000-06-09,PTR,7.840688228607178
45,2000-06-12,PTR,8.033095359802246
46,2000-06-13,PTR,8.081197738647461
47,2000-06-14,PTR,8.081197738647461
48,2000-06-15,PTR,8.129301071166992
49,2000-06-16,PTR,8.610322952270508
50,2000-06-19,PTR,8.682478904724121
51,2000-06-20,PTR,8.10524845123291
52,2000-06-21,PTR,8.201454162597656
53,2000-06-22,PTR,8.273608207702637
54,2000-06-23,PTR,8.417916297912598
55,2000-06-26,PTR,8.44196605682373
56,2000-06-27,PTR,8.321711540222168
57,2000-06-28,PTR,8.201454162597656
58,2000-06-29,PTR,8.033095359802246
59,2000-06-30,PTR,8.057147979736328
60,2000-07-03,PTR,8.009045600891113
61,2000-07-05,PTR,7.7685322761535645
62,2000-07-06,PTR,7.840688228607178
63,2000-07-07,PTR,7.600175380706787
64,2000-07-10,PTR,7.455869674682617
65,2000-07-11,PTR,7.455869674682617
66,2000-07-12,PTR,7.984991073608398
67,2000-07-13,PTR,8.562224388122559
68,2000-07-14,PTR,8.73058032989502
69,2000-07-17,PTR,8.345759391784668
70,2000-07-18,PTR,8.17740249633789
71,2000-07-19,PTR,8.249556541442871
72,2000-07-20,PTR,9.235654830932617
73,2000-07-21,PTR,9.500218391418457
74,2000-07-24,PTR,9.331857681274414
75,2000-07-25,PTR,8.947041511535645
76,2000-07-26,PTR,8.971092224121094
77,2000-07-27,PTR,8.802734375
78,2000-07-28,PTR,8.634377479553223
79,2000-07-31,PTR,8.70653247833252
80,2000-08-01,PTR,8.898937225341797
81,2000-08-02,PTR,9.019195556640625
82,2000-08-03,PTR,8.947041511535645
83,2000-08-04,PTR,9.139451026916504
84,2000-08-07,PTR,9.35590934753418
85,2000-08-08,PTR,8.947041511535645
86,2000-08-09,PTR,8.947041511535645
87,2000-08-10,PTR,9.139451026916504
88,2000-08-11,PTR,9.139451026916504
89,2000-08-14,PTR,8.850837707519531
90,2000-08-15,PTR,8.610322952270508
91,2000-08-16,PTR,9.18755054473877
92,2000-08-17,PTR,9.476168632507324
93,2000-08-18,PTR,9.067296981811523
94,2000-08-21,PTR,9.18755054473877
95,2000-08-22,PTR,9.235654830932617
96,2000-08-23,PTR,9.091347694396973
97,2000-08-24,PTR,9.620475769042969
98,2000-08-25,PTR,9.812884330749512
99,2000-08-28,PTR,9.95719051361084
100,2000-08-29,PTR,10.077445983886719
101,2000-08-30,PTR,9.572371482849121
102,2000-08-31,PTR,9.139451026916504
103,2000-09-01,PTR,9.211603164672852
104,2000-09-05,PTR,9.283757209777832
105,2000-09-06,PTR,9.331857681274414
106,2000-09-07,PTR,9.235654830932617
107,2000-09-08,PTR,9.043244361877441
108,2000-09-11,PTR,8.802734375
109,2000-09-12,PTR,8.70653247833252
110,2000-09-13,PTR,8.70653247833252
111,2000-09-14,PTR,8.754629135131836
112,2000-09-15,PTR,9.062715530395508
113,2000-09-18,PTR,8.64061450958252
114,2000-09-19,PTR,8.839250564575195
115,2000-09-20,PTR,8.789588928222656
116,2000-09-21,PTR,8.16885757446289
117,2000-09-22,PTR,8.144030570983887
118,2000-09-25,PTR,8.1191987991333
119,2000-09-26,PTR,8.1191987991333
120,2000-09-27,PTR,8.094369888305664
121,2000-09-28,PTR,8.1191987991333
122,2000-09-29,PTR,7.84607458114624
123,2000-10-02,PTR,7.920563697814941
124,2000-10-03,PTR,8.541298866271973
125,2000-10-04,PTR,9.137203216552734
126,2000-10-05,PTR,8.566126823425293
127,2000-10-06,PTR,8.516468048095703
