,date,ticker,price
0,1962-01-02,CVX,0.35568422079086304
1,1962-01-03,CVX,0.3548811674118042
2,1962-01-04,CVX,0.35166969895362854
3,1962-01-05,CVX,0.3428378105163574
4,1962-01-08,CVX,0.34123191237449646
5,1962-01-09,CVX,0.3460492193698883
6,1962-01-10,CVX,0.3460492193698883
7,1962-01-11,CVX,0.3548811674118042
8,1962-01-12,CVX,0.3540785610675812
9,1962-01-15,CVX,0.34845805168151855
10,1962-01-16,CVX,0.34926095604896545
11,1962-01-17,CVX,0.3468521535396576
12,1962-01-18,CVX,0.35166969895362854
13,1962-01-19,CVX,0.35006389021873474
14,1962-01-22,CVX,0.35166969895362854
15,1962-01-23,CVX,0.34926095604896545
16,1962-01-24,CVX,0.3476550877094269
17,1962-01-25,CVX,0.34845805168151855
18,1962-01-26,CVX,0.35086679458618164
19,1962-01-29,CVX,0.34845805168151855
20,1962-01-30,CVX,0.35006389021873474
21,1962-01-31,CVX,0.350874125957489
22,1962-02-01,CVX,0.35897740721702576
23,1962-02-02,CVX,0.3759942948818207
24,1962-02-05,CVX,0.36951202154159546
25,1962-02-06,CVX,0.36627039313316345
26,1962-02-07,CVX,0.3735634684562683
27,1962-02-08,CVX,0.37518396973609924
28,1962-02-09,CVX,0.37842532992362976
29,1962-02-12,CVX,0.38247719407081604
30,1962-02-13,CVX,0.3816668391227722
31,1962-02-14,CVX,0.3808566629886627
32,1962-02-15,CVX,0.38247719407081604
33,1962-02-16,CVX,0.38571876287460327
34,1962-02-19,CVX,0.38652876019477844
35,1962-02-20,CVX,0.38652876019477844
36,1962-02-21,CVX,0.3832875192165375
37,1962-02-23,CVX,0.3816668391227722
38,1962-02-26,CVX,0.37923577427864075
39,1962-02-27,CVX,0.38247719407081604
40,1962-02-28,CVX,0.37923577427864075
41,1962-03-01,CVX,0.3808566629886627
42,1962-03-02,CVX,0.3808566629886627
43,1962-03-05,CVX,0.3808566629886627
44,1962-03-06,CVX,0.3776152729988098
45,1962-03-07,CVX,0.3768048584461212
46,1962-03-08,CVX,0.3759942948818207
47,1962-03-09,CVX,0.3759942948818207
48,1962-03-12,CVX,0.37923577427864075
49,1962-03-13,CVX,0.3776152729988098
50,1962-03-14,CVX,0.37842532992362976
51,1962-03-15,CVX,0.3808566629886627
52,1962-03-16,CVX,0.3832875192165375
53,1962-03-19,CVX,0.3849080801010132
54,1962-03-20,CVX,0.38571876287460327
55,1962-03-21,CVX,0.38409802317619324
56,1962-03-22,CVX,0.3816668391227722
57,1962-03-23,CVX,0.38409802317619324
58,1962-03-26,CVX,0.3768048584461212
59,1962-03-27,CVX,0.37842532992362976
60,1962-03-28,CVX,0.3816668391227722
61,1962-03-29,CVX,0.3800463080406189
62,1962-03-30,CVX,0.3816668391227722
63,1962-04-02,CVX,0.37842532992362976
64,1962-04-03,CVX,0.3759942948818207
65,1962-04-04,CVX,0.3759942948818207
66,1962-04-05,CVX,0.3759942948818207
67,1962-04-06,CVX,0.3816668391227722
68,1962-04-09,CVX,0.3800463080406189
69,1962-04-10,CVX,0.3808566629886627
70,1962-04-11,CVX,0.37923577427864075
71,1962-04-12,CVX,0.3776152729988098
72,1962-04-13,CVX,0.3776152729988098
73,1962-04-16,CVX,0.3759942948818207
74,1962-04-17,CVX,0.38571876287460327
75,1962-04-18,CVX,0.38571876287460327
76,1962-04-19,CVX,0.3873390555381775
77,1962-04-23,CVX,0.3873390555381775
78,1962-04-24,CVX,0.38977038860321045
79,1962-04-25,CVX,0.38977038860321045
80,1962-04-26,CVX,0.3832875192165375
81,1962-04-27,CVX,0.38247719407081604
82,1962-04-30,CVX,0.3776152729988098
83,1962-05-01,CVX,0.3816668391227722
84,1962-05-02,CVX,0.38409802317619324
85,1962-05-03,CVX,0.38977038860321045
86,1962-05-04,CVX,0.3913906216621399
87,1962-05-07,CVX,0.39220818877220154
88,1962-05-08,CVX,0.3897567391395569
89,1962-05-09,CVX,0.3897567391395569
90,1962-05-10,CVX,0.3807685673236847
91,1962-05-11,CVX,0.377500057220459
92,1962-05-14,CVX,0.3799513876438141
93,1962-05-15,CVX,0.3807685673236847
94,1962-05-16,CVX,0.382402628660202
95,1962-05-17,CVX,0.3832200765609741
96,1962-05-18,CVX,0.3832200765609741
97,1962-05-21,CVX,0.3856711685657501
98,1962-05-22,CVX,0.37913423776626587
99,1962-05-23,CVX,0.37504881620407104
100,1962-05-24,CVX,0.37178054451942444
101,1962-05-25,CVX,0.3595239520072937
102,1962-05-28,CVX,0.3374623656272888
103,1962-05-29,CVX,0.3595239520072937
104,1962-05-31,CVX,0.35625553131103516
105,1962-06-01,CVX,0.3611583113670349
106,1962-06-04,CVX,0.3513530492782593
107,1962-06-05,CVX,0.3529874086380005
108,1962-06-06,CVX,0.35625553131103516
109,1962-06-07,CVX,0.3554382920265198
110,1962-06-08,CVX,0.3513530492782593
111,1962-06-11,CVX,0.3497186601161957
112,1962-06-12,CVX,0.3448159694671631
113,1962-06-13,CVX,0.3382796347141266
114,1962-06-14,CVX,0.33582803606987
115,1962-06-15,CVX,0.34318190813064575
116,1962-06-18,CVX,0.3538040816783905
117,1962-06-19,CVX,0.34890174865722656
118,1962-06-20,CVX,0.3497186601161957
119,1962-06-21,CVX,0.34318190813064575
120,1962-06-22,CVX,0.3374623656272888
121,1962-06-25,CVX,0.33991366624832153
122,1962-06-26,CVX,0.3415478467941284
123,1962-06-27,CVX,0.3415478467941284
124,1962-06-28,CVX,0.34808459877967834
125,1962-06-29,CVX,0.3497186601161957
126,1962-07-02,CVX,0.35870692133903503
127,1962-07-03,CVX,0.3595239520072937
128,1962-07-05,CVX,0.3611583113670349
129,1962-07-06,CVX,0.3595239520072937
130,1962-07-09,CVX,0.3595239520072937
