,date,open,high,low,close,volume,dividends,splits
0,2007-04-30,5392.4501953125,5435.7099609375,5325.2900390625,5326.14990234375,177499000,0,0
1,2007-05-01,5326.16015625,5357.33984375,5292.669921875,5344.6298828125,174565000,0,0
2,2007-05-02,5344.64013671875,5402.509765625,5344.64013671875,5388.66015625,0,0,0
3,2007-05-03,5388.66015625,5449.06005859375,5377.580078125,5436.259765625,0,0,0
4,2007-05-04,5436.27001953125,5503.18994140625,5410.16015625,5432.85009765625,0,0,0
5,2007-05-07,5432.85009765625,5442.47998046875,5404.81005859375,5435.75,0,0,0
6,2007-05-08,5435.75,5449.60986328125,5372.31982421875,5443.85009765625,0,0,0
7,2007-05-09,5443.83984375,5451.7001953125,5377.5400390625,5445.75,0,0,0
8,2007-05-10,5445.75,5447.06982421875,5337.56005859375,5342.0,0,0,0
9,2007-05-11,5342.009765625,5461.9501953125,5342.009765625,5456.22998046875,0,0,0
10,2007-05-14,5456.22998046875,5492.0,5446.47998046875,5474.27001953125,0,0,0
11,2007-05-15,5474.259765625,5518.93017578125,5455.16015625,5466.7001953125,0,0,0
12,2007-05-16,5466.68994140625,5488.2998046875,5404.009765625,5488.22021484375,0,0,0
13,2007-05-17,5488.22021484375,5589.93994140625,5458.14990234375,5558.10009765625,0,0,0
14,2007-05-18,5558.10009765625,5644.18017578125,5558.10009765625,5643.41015625,0,0,0
15,2007-05-21,5643.41015625,5737.31982421875,5643.41015625,5690.72998046875,0,0,0
16,2007-05-22,5690.740234375,5725.2998046875,5642.0,5645.7900390625,0,0,0
17,2007-05-23,5645.7900390625,5718.8798828125,5645.7900390625,5656.8798828125,0,0,0
18,2007-05-24,5656.8798828125,5704.41015625,5538.43017578125,5560.18017578125,0,0,0
19,2007-05-25,5560.18017578125,5639.7900390625,5560.18017578125,5637.3798828125,0,0,0
20,2007-05-29,5637.3701171875,5637.6298828125,5560.2998046875,5598.75,130925000,0,0
21,2007-05-30,5598.75,5712.240234375,5570.93994140625,5709.5400390625,0,0,0
22,2007-05-31,5709.5498046875,5739.68994140625,5660.0498046875,5674.2099609375,0,0,0
23,2007-06-01,5674.2099609375,5749.240234375,5674.2099609375,5733.4599609375,0,0,0
24,2007-06-04,5733.4599609375,5817.89990234375,5722.33984375,5810.06982421875,0,0,0
25,2007-06-05,5810.0498046875,5812.1298828125,5755.39013671875,5791.85009765625,0,0,0
26,2007-06-06,5791.85986328125,5791.85986328125,5699.93994140625,5725.2900390625,0,0,0
27,2007-06-07,5725.27978515625,5756.27978515625,5606.1201171875,5609.31982421875,0,0,0
28,2007-06-08,5609.31982421875,5645.97021484375,5551.259765625,5645.68017578125,0,0,0
29,2007-06-11,5645.669921875,5723.080078125,5628.419921875,5682.85009765625,0,0,0
30,2007-06-12,5682.83984375,5701.97998046875,5615.75,5618.60009765625,140559000,0,0
31,2007-06-13,5618.58984375,5733.97998046875,5618.58984375,5725.31982421875,0,0,0
32,2007-06-14,5725.31982421875,5840.5400390625,5725.31005859375,5831.4599609375,0,0,0
33,2007-06-15,5831.5,5920.64990234375,5831.5,5902.35986328125,180793000,0,0
34,2007-06-18,5902.35986328125,5942.81982421875,5898.64990234375,5924.33984375,114044000,0,0
35,2007-06-19,5924.33984375,5944.9599609375,5880.990234375,5911.89990234375,122606000,0,0
36,2007-06-20,5911.89990234375,5930.93017578125,5743.06982421875,5749.7099609375,161588000,0,0
37,2007-06-21,5749.7099609375,5869.93994140625,5749.64013671875,5859.7900390625,0,0,0
38,2007-06-22,5859.7900390625,5864.58984375,5755.2001953125,5810.830078125,0,0,0
39,2007-06-25,5810.7900390625,5835.02001953125,5734.93017578125,5759.85986328125,0,0,0
40,2007-06-26,5759.8701171875,5776.39013671875,5652.81005859375,5670.7900390625,0,0,0
41,2007-06-27,5670.77978515625,5756.759765625,5588.9599609375,5753.31982421875,0,0,0
42,2007-06-28,5753.41015625,5805.10009765625,5717.02978515625,5730.89013671875,0,0,0
43,2007-06-29,5730.89990234375,5824.0400390625,5723.64013671875,5762.10986328125,0,0,0
44,2007-07-02,5762.10986328125,5840.56982421875,5762.10009765625,5840.56982421875,0,0,0
45,2007-07-03,5840.5,5896.83984375,5840.490234375,5885.35986328125,0,0,0
46,2007-07-05,5885.35986328125,5929.10009765625,5820.330078125,5884.5400390625,0,0,0
47,2007-07-06,5884.52978515625,5958.0400390625,5884.52978515625,5940.10986328125,0,0,0
48,2007-07-09,5940.10986328125,6025.2001953125,5936.43017578125,6003.89013671875,0,0,0
49,2007-07-10,6003.89013671875,6041.830078125,5942.02978515625,5962.31005859375,0,0,0
50,2007-07-11,5962.31005859375,5994.68994140625,5924.509765625,5989.89013671875,0,0,0
51,2007-07-12,5989.89990234375,6107.60009765625,5989.89013671875,6105.68994140625,0,0,0
52,2007-07-13,6105.68994140625,6171.85009765625,6092.259765625,6146.72998046875,0,0,0
53,2007-07-16,6146.72021484375,6146.75,6013.9599609375,6069.259765625,0,0,0
54,2007-07-17,6069.25,6127.7001953125,6009.6201171875,6021.64990234375,0,0,0
55,2007-07-18,6021.66015625,6148.22021484375,6008.39990234375,6138.68994140625,0,0,0
56,2007-07-19,6138.68994140625,6204.3701171875,6138.68994140625,6192.85009765625,0,0,0
57,2007-07-20,6192.85009765625,6221.56982421875,6123.72021484375,6162.5,0,0,0
58,2007-07-23,6162.509765625,6215.43017578125,6128.93994140625,6191.31982421875,0,0,0
59,2007-07-24,6191.31005859375,6191.31005859375,5995.259765625,6010.25,0,0,0
60,2007-07-25,6010.25,6122.35986328125,5937.81005859375,6102.60986328125,0,0,0
61,2007-07-26,6102.60986328125,6102.60986328125,5781.60009765625,5893.7998046875,0,0,0
62,2007-07-27,5893.7998046875,5914.259765625,5728.66015625,5758.25,0,0,0
63,2007-07-30,5758.25,5842.0400390625,5685.97021484375,5817.27978515625,0,0,0
64,2007-07-31,5817.27978515625,5912.7900390625,5757.93017578125,5766.58984375,0,0,0
65,2007-08-01,5766.58984375,5844.06005859375,5615.68017578125,5762.7900390625,0,0,0
66,2007-08-02,5762.7998046875,5792.2900390625,5627.85986328125,5712.39013671875,0,0,0
67,2007-08-03,5712.39013671875,5756.27001953125,5499.0,5511.89013671875,0,0,0
68,2007-08-06,5511.89013671875,5543.3798828125,5348.10986328125,5539.41015625,0,0,0
69,2007-08-07,5539.39013671875,5704.33984375,5479.16015625,5661.7001953125,0,0,0
70,2007-08-08,5661.72021484375,5822.60009765625,5661.72021484375,5779.7001953125,0,0,0
71,2007-08-09,5779.669921875,5779.669921875,5589.4501953125,5589.47021484375,0,0,0
72,2007-08-10,5589.43994140625,5682.759765625,5474.1201171875,5657.81982421875,0,0,0
73,2007-08-13,5657.81982421875,5716.81982421875,5609.68994140625,5623.990234375,0,0,0
74,2007-08-14,5623.990234375,5678.080078125,5566.9501953125,5575.64990234375,0,0,0
75,2007-08-15,5575.64013671875,5632.4501953125,5436.47021484375,5453.7099609375,0,0,0
76,2007-08-16,5453.7099609375,5453.7099609375,5223.22998046875,5395.83984375,0,0,0
77,2007-08-17,5395.7998046875,5618.52001953125,5395.7998046875,5582.83984375,0,0,0
78,2007-08-20,5582.830078125,5633.990234375,5484.259765625,5601.47998046875,0,0,0
79,2007-08-21,5601.47998046875,5609.60009765625,5486.5,5523.97021484375,0,0,0
80,2007-08-22,5523.97998046875,5599.0,5523.97998046875,5585.72998046875,0,0,0
81,2007-08-23,5585.77001953125,5643.759765625,5564.490234375,5621.22021484375,0,0,0
82,2007-08-24,5621.18994140625,5744.0498046875,5620.14990234375,5737.89990234375,0,0,0
83,2007-08-27,5737.89990234375,5738.16015625,5662.0400390625,5690.18017578125,0,0,0
84,2007-08-28,5690.169921875,5690.169921875,5550.259765625,5550.68994140625,0,0,0
85,2007-08-29,5550.68994140625,5737.33984375,5550.68994140625,5715.68994140625,0,0,0
86,2007-08-30,5715.66015625,5750.81982421875,5665.990234375,5708.31982421875,0,0,0
87,2007-08-31,5708.330078125,5822.759765625,5708.330078125,5766.9501953125,0,0,0
88,2007-09-04,5766.9501953125,5932.93994140625,5759.9501953125,5892.39013671875,0,0,0
89,2007-09-05,5892.35986328125,5894.3798828125,5836.39013671875,5885.259765625,0,0,0
90,2007-09-06,5885.25,5951.81982421875,5878.22998046875,5917.64990234375,0,0,0
91,2007-09-07,5917.64990234375,5917.64990234375,5797.77001953125,5831.81005859375,0,0,0
92,2007-09-10,5831.81005859375,5840.7900390625,5700.7099609375,5793.60009765625,0,0,0
93,2007-09-11,5793.60009765625,5905.85986328125,5766.4501953125,5888.68994140625,0,0,0
94,2007-09-12,5888.68994140625,5970.85986328125,5886.8798828125,5937.68994140625,0,0,0
95,2007-09-13,5937.68994140625,6011.41015625,5937.669921875,5980.1298828125,0,0,0
96,2007-09-14,5980.14013671875,6028.41015625,5940.08984375,5996.91015625,0,0,0
97,2007-09-17,5996.919921875,6040.5400390625,5971.18994140625,5988.9599609375,0,0,0
98,2007-09-18,5988.9599609375,6179.02001953125,5980.27978515625,6165.43017578125,0,0,0
99,2007-09-19,6165.43994140625,6266.43017578125,6165.43017578125,6214.10009765625,0,0,0
100,2007-09-20,6214.08984375,6245.259765625,6192.1298828125,6224.64990234375,0,0,0
101,2007-09-21,6224.669921875,6298.759765625,6224.669921875,6263.5498046875,0,0,0
102,2007-09-24,6263.5498046875,6270.18017578125,6194.06982421875,6214.7998046875,0,0,0
103,2007-09-25,6214.81005859375,6214.81005859375,6107.02978515625,6160.91015625,0,0,0
104,2007-09-26,6160.91015625,6217.85986328125,6097.47998046875,6168.56982421875,0,0,0
105,2007-09-27,6168.56005859375,6237.009765625,6168.56005859375,6224.759765625,0,0,0
106,2007-09-28,6224.740234375,6283.2099609375,6170.919921875,6196.93017578125,0,0,0
107,2007-10-01,6196.919921875,6280.5,6186.85986328125,6276.43017578125,0,0,0
108,2007-10-02,6276.419921875,6276.43017578125,6145.4599609375,6211.66015625,0,0,0
109,2007-10-03,6211.64990234375,6211.64990234375,6118.02978515625,6154.33984375,0,0,0
110,2007-10-04,6154.35009765625,6197.60986328125,6085.009765625,6185.64990234375,0,0,0
111,2007-10-05,6185.64990234375,6225.009765625,6160.3798828125,6211.9501953125,0,0,0
112,2007-10-08,6211.91015625,6211.91015625,6138.06982421875,6157.5498046875,0,0,0
113,2007-10-09,6157.5498046875,6272.58984375,6157.5498046875,6267.85009765625,0,0,0
114,2007-10-10,6267.830078125,6363.2001953125,6200.58984375,6339.58984375,0,0,0
115,2007-10-11,6339.58984375,6446.990234375,6263.64013671875,6325.31005859375,0,0,0
116,2007-10-12,6325.31982421875,6390.9501953125,6325.22998046875,6369.27001953125,0,0,0
117,2007-10-15,6369.27001953125,6468.97998046875,6369.259765625,6429.18017578125,0,0,0
118,2007-10-16,6429.18017578125,6465.41015625,6409.97998046875,6442.43994140625,0,0,0
119,2007-10-17,6442.43994140625,6475.0400390625,6343.0498046875,6410.240234375,0,0,0
120,2007-10-18,6410.240234375,6447.2099609375,6383.75,6441.60986328125,0,0,0
121,2007-10-19,6441.60986328125,6441.60986328125,6164.27001953125,6172.2998046875,0,0,0
122,2007-10-22,6172.2900390625,6172.2900390625,6013.31982421875,6094.43994140625,0,0,0
123,2007-10-23,6094.4599609375,6187.0498046875,6068.18994140625,6161.419921875,0,0,0
124,2007-10-24,6161.419921875,6224.759765625,6102.2001953125,6212.16015625,0,0,0
125,2007-10-25,6212.169921875,6265.83984375,6175.02001953125,6244.47998046875,0,0,0
126,2007-10-26,6244.52001953125,6344.85009765625,6244.52001953125,6311.009765625,0,0,0
127,2007-10-29,6311.02001953125,6381.3701171875,6311.009765625,6356.39013671875,0,0,0
128,2007-10-30,6356.39990234375,6356.43017578125,6164.16015625,6174.330078125,0,0,0
129,2007-10-31,6174.330078125,6318.259765625,6174.330078125,6297.7998046875,0,0,0
130,2007-11-01,6297.7998046875,6307.68017578125,6128.02001953125,6146.64013671875,0,0,0
131,2007-11-02,6146.64990234375,6223.18994140625,6110.08984375,6203.0,0,0,0
132,2007-11-05,6202.9599609375,6206.43994140625,6112.919921875,6170.33984375,0,0,0
133,2007-11-06,6170.43017578125,6335.580078125,6170.419921875,6332.080078125,0,0,0
134,2007-11-07,6332.0400390625,6332.0400390625,6138.10009765625,6141.60986328125,0,0,0
135,2007-11-08,6141.60986328125,6299.2900390625,6116.4599609375,6221.9599609375,0,0,0
136,2007-11-09,6221.9599609375,6221.9599609375,6087.169921875,6098.2900390625,0,0,0
137,2007-11-12,6098.27001953125,6098.330078125,5864.47998046875,5871.02978515625,0,0,0
138,2007-11-13,5871.009765625,5999.6298828125,5809.18017578125,5998.22998046875,0,0,0
139,2007-11-14,5998.31982421875,6098.5400390625,5956.830078125,5980.08984375,0,0,0
140,2007-11-15,5980.08984375,5992.18017578125,5798.7001953125,5846.27001953125,0,0,0
141,2007-11-16,5846.27001953125,5968.31982421875,5846.27001953125,5940.669921875,0,0,0
