,date,open,high,low,close,volume,dividends,splits
142,2007-11-19,5940.669921875,5953.06005859375,5838.64013671875,5859.83984375,0,0,0
143,2007-11-20,5859.83984375,6065.10009765625,5859.490234375,6022.5400390625,0,0,0
144,2007-11-21,6022.52978515625,6028.0,5917.2900390625,5925.33984375,0,0,0
145,2007-11-23,5925.35009765625,6033.39013671875,5925.06005859375,6027.75,0,0,0
146,2007-11-26,6027.75,6075.080078125,5868.7099609375,5877.02001953125,0,0,0
147,2007-11-27,5877.0,5877.08984375,5722.16015625,5841.6298828125,0,0,0
148,2007-11-28,5841.6298828125,5949.06005859375,5840.9599609375,5929.02001953125,0,0,0
149,2007-11-29,5929.009765625,6030.35986328125,5927.35009765625,5987.009765625,0,0,0
150,2007-11-30,5987.02001953125,6036.7099609375,5968.1201171875,6020.14990234375,0,0,0
151,2007-12-03,6020.14990234375,6059.16015625,5978.22021484375,6039.85986328125,0,0,0
152,2007-12-04,6039.85986328125,6039.89990234375,5976.10986328125,5986.7998046875,0,0,0
153,2007-12-05,5986.7998046875,6133.22998046875,5986.7998046875,6091.6298828125,0,0,0
154,2007-12-06,6091.6298828125,6251.6298828125,6080.759765625,6239.60009765625,0,0,0
155,2007-12-07,6239.60986328125,6261.85009765625,6189.330078125,6227.10986328125,0,0,0
156,2007-12-10,6227.1298828125,6293.9599609375,6227.1298828125,6268.16015625,0,0,0
157,2007-12-11,6268.14990234375,6325.06982421875,6132.43017578125,6146.9501953125,0,0,0
158,2007-12-12,6146.9501953125,6337.5,6146.9501953125,6288.169921875,0,0,0
159,2007-12-13,6288.16015625,6320.830078125,6217.9501953125,6315.83984375,0,0,0
160,2007-12-14,6315.7001953125,6315.7001953125,6218.740234375,6220.06982421875,0,0,0
161,2007-12-17,6220.06005859375,6220.06982421875,6065.0,6095.72021484375,0,0,0
162,2007-12-18,6095.72998046875,6195.39013671875,6064.0498046875,6177.85009765625,0,0,0
163,2007-12-19,6177.85009765625,6246.740234375,6170.83984375,6203.259765625,0,0,0
164,2007-12-20,6203.27001953125,6265.580078125,6185.669921875,6262.97998046875,0,0,0
165,2007-12-21,6262.990234375,6419.7099609375,6262.990234375,6407.27978515625,0,0,0
166,2007-12-24,6407.27978515625,6455.2998046875,6398.56005859375,6450.91015625,0,0,0
167,2007-12-26,6450.91015625,6536.85986328125,6449.580078125,6523.2998046875,0,0,0
168,2007-12-27,6523.2998046875,6528.6298828125,6456.89013671875,6457.2099609375,0,0,0
169,2007-12-28,6457.22021484375,6529.5498046875,6457.22021484375,6516.9599609375,0,0,0
170,2007-12-31,6516.9501953125,6517.56005859375,6431.10986328125,6437.64013671875,0,0,0
171,2008-01-02,6437.64013671875,6519.4501953125,6437.64013671875,6485.64990234375,0,0,0
172,2008-01-03,6485.64990234375,6564.81005859375,6484.43994140625,6528.68994140625,0,0,0
173,2008-01-04,6528.68994140625,6528.68994140625,6357.39013671875,6367.240234375,0,0,0
174,2008-01-07,6367.240234375,6417.56982421875,6234.56005859375,6298.08984375,0,0,0
175,2008-01-08,6298.08984375,6383.509765625,6201.66015625,6219.0400390625,0,0,0
176,2008-01-09,6219.0400390625,6316.0498046875,6188.43017578125,6307.31005859375,0,0,0
177,2008-01-10,6307.2998046875,6307.39013671875,6184.5,6274.31005859375,0,0,0
178,2008-01-11,6274.2998046875,6289.22021484375,6169.25,6189.56005859375,0,0,0
179,2008-01-14,6189.56005859375,6299.3701171875,6189.56005859375,6285.02001953125,0,0,0
180,2008-01-15,6284.990234375,6284.990234375,6058.35009765625,6069.06005859375,0,0,0
181,2008-01-16,6069.06005859375,6069.06982421875,5832.7900390625,5887.66015625,0,0,0
182,2008-01-17,5887.7099609375,5989.39990234375,5658.419921875,5672.8798828125,0,0,0
183,2008-01-18,5672.89013671875,5746.2998046875,5527.9501953125,5689.10986328125,0,0,0
184,2008-01-22,5689.10009765625,5689.10009765625,5388.9599609375,5539.58984375,0,0,0
185,2008-01-23,5539.58984375,5565.330078125,5196.5,5558.52978515625,0,0,0
186,2008-01-24,5558.68017578125,5755.22998046875,5558.68017578125,5727.18017578125,0,0,0
187,2008-01-25,5727.2099609375,5843.1201171875,5606.2998046875,5644.02001953125,0,0,0
188,2008-01-28,5644.02001953125,5747.14990234375,5566.990234375,5740.91015625,0,0,0
189,2008-01-29,5740.91015625,5812.330078125,5725.31982421875,5770.56982421875,0,0,0
190,2008-01-30,5770.56005859375,5887.7900390625,5723.2001953125,5750.419921875,0,0,0
191,2008-01-31,5750.35009765625,5783.4501953125,5612.27001953125,5772.18017578125,0,0,0
192,2008-02-01,5772.22021484375,5854.259765625,5747.240234375,5818.72021484375,0,0,0
193,2008-02-04,5818.7099609375,5861.52001953125,5762.31005859375,5830.64013671875,0,0,0
194,2008-02-05,5830.64990234375,5830.64990234375,5621.18994140625,5621.2001953125,0,0,0
195,2008-02-06,5621.22998046875,5680.25,5515.7900390625,5529.740234375,0,0,0
196,2008-02-07,5529.740234375,5638.02001953125,5473.97021484375,5591.89990234375,0,0,0
197,2008-02-08,5591.89990234375,5685.2998046875,5589.43017578125,5667.56982421875,0,0,0
198,2008-02-11,5667.56982421875,5802.7001953125,5633.43017578125,5801.56982421875,0,0,0
199,2008-02-12,5801.580078125,5909.240234375,5758.43994140625,5813.41015625,0,0,0
200,2008-02-13,5813.41015625,5949.259765625,5813.41015625,5938.669921875,0,0,0
201,2008-02-14,5938.68994140625,6014.0400390625,5925.52001953125,5932.22998046875,0,0,0
202,2008-02-15,5932.22998046875,5938.68994140625,5826.60009765625,5916.5498046875,0,0,0
203,2008-02-19,5916.5498046875,6106.16015625,5916.5498046875,6057.22021484375,0,0,0
204,2008-02-20,6057.2001953125,6176.52978515625,6014.06982421875,6151.5498046875,0,0,0
205,2008-02-21,6151.56005859375,6154.6201171875,6007.52978515625,6022.8798828125,0,0,0
206,2008-02-22,6022.89013671875,6084.14990234375,5941.240234375,6071.259765625,0,0,0
207,2008-02-25,6071.259765625,6243.77978515625,6071.009765625,6223.9501953125,0,0,0
208,2008-02-26,6223.93994140625,6328.52978515625,6168.2001953125,6313.3798828125,0,0,0
209,2008-02-27,6313.41015625,6319.39990234375,6248.7998046875,6260.4599609375,0,0,0
210,2008-02-28,6260.4599609375,6376.08984375,6248.93017578125,6350.31005859375,0,0,0
211,2008-02-29,6350.31005859375,6350.31982421875,6128.08984375,6166.47021484375,0,0,0
212,2008-03-03,6166.4599609375,6279.39990234375,6121.77001953125,6213.68017578125,0,0,0
213,2008-03-04,6213.68017578125,6216.35009765625,6021.1201171875,6123.669921875,0,0,0
214,2008-03-05,6123.669921875,6235.97021484375,6123.669921875,6229.7001953125,0,0,0
215,2008-03-06,6229.7001953125,6234.009765625,6085.759765625,6089.27001953125,0,0,0
216,2008-03-07,6089.27001953125,6089.27001953125,5911.3798828125,5969.0400390625,0,0,0
217,2008-03-10,5969.0400390625,6001.9501953125,5889.0,5898.60986328125,0,0,0
218,2008-03-11,5898.77978515625,6158.56005859375,5898.77978515625,6156.52978515625,0,0,0
219,2008-03-12,6156.52978515625,6168.7900390625,6061.2998046875,6067.10986328125,0,0,0
220,2008-03-13,6067.10009765625,6173.240234375,5964.39013671875,6149.740234375,0,0,0
221,2008-03-14,6149.75,6176.7900390625,5963.669921875,6054.0,0,0,0
222,2008-03-17,6053.990234375,6053.990234375,5785.89990234375,5887.1201171875,0,0,0
223,2008-03-18,5887.1201171875,6096.83984375,5887.1201171875,6096.83984375,0,0,0
224,2008-03-19,6096.81982421875,6096.919921875,5772.75,5772.919921875,0,0,0
225,2008-03-20,5772.9599609375,5814.66015625,5627.2099609375,5795.27001953125,0,0,0
226,2008-03-24,5795.27978515625,5948.35986328125,5795.1298828125,5877.3701171875,0,0,0
227,2008-03-25,5877.39013671875,5953.68017578125,5858.4599609375,5928.4599609375,0,0,0
228,2008-03-26,5928.4599609375,6080.7900390625,5928.25,6057.14013671875,0,0,0
229,2008-03-27,6057.14013671875,6119.39990234375,6005.60009765625,6010.4501953125,0,0,0
230,2008-03-28,6010.47021484375,6082.18017578125,5972.56982421875,5991.6298828125,0,0,0
231,2008-03-31,5991.64013671875,6088.18017578125,5963.0,6019.009765625,0,0,0
232,2008-04-01,6019.08984375,6133.02001953125,5975.509765625,6133.02001953125,0,0,0
233,2008-04-02,6133.009765625,6267.02978515625,6086.8798828125,6221.77001953125,0,0,0
234,2008-04-03,6221.77001953125,6295.06005859375,6185.419921875,6227.669921875,0,0,0
235,2008-04-04,6227.68017578125,6349.5498046875,6227.68017578125,6296.1201171875,0,0,0
236,2008-04-07,6296.1298828125,6414.25,6295.43994140625,6315.580078125,0,0,0
237,2008-04-08,6315.52978515625,6392.52001953125,6285.72021484375,6360.35009765625,0,0,0
238,2008-04-09,6360.35009765625,6448.0400390625,6360.35009765625,6386.47021484375,0,0,0
239,2008-04-10,6386.47021484375,6417.6298828125,6326.3701171875,6393.14013671875,0,0,0
240,2008-04-11,6393.14990234375,6393.14990234375,6297.60986328125,6301.0498046875,0,0,0
241,2008-04-14,6301.0,6432.56982421875,6300.97021484375,6412.4599609375,0,0,0
242,2008-04-15,6412.47021484375,6475.85009765625,6393.169921875,6473.5498046875,0,0,0
243,2008-04-16,6473.5498046875,6649.080078125,6473.5498046875,6645.330078125,0,0,0
244,2008-04-17,6645.31982421875,6688.43017578125,6597.06005859375,6644.7900390625,0,0,0
245,2008-04-18,6644.7900390625,6786.14013671875,6636.02978515625,6775.41015625,0,0,0
246,2008-04-21,6775.41015625,6843.81982421875,6743.0498046875,6832.10009765625,0,0,0
247,2008-04-22,6832.08984375,6885.8798828125,6801.41015625,6838.68994140625,0,0,0
248,2008-04-23,6838.68994140625,6840.83984375,6737.08984375,6786.14013671875,0,0,0
249,2008-04-24,6786.14013671875,6786.14990234375,6590.6201171875,6642.18994140625,0,0,0
250,2008-04-25,6642.18994140625,6735.419921875,6642.18994140625,6731.43017578125,0,0,0
251,2008-04-28,6731.4501953125,6791.47021484375,6701.77001953125,6712.759765625,0,0,0
252,2008-04-29,6712.75,6716.0,6605.759765625,6606.240234375,0,0,0
253,2008-04-30,6606.35986328125,6713.240234375,6600.240234375,6664.169921875,0,0,0
254,2008-05-01,6664.169921875,6664.169921875,6383.31005859375,6517.10009765625,0,0,0
255,2008-05-02,6517.10986328125,6629.259765625,6517.10986328125,6598.56005859375,0,0,0
256,2008-05-05,6598.56005859375,6719.419921875,6598.56005859375,6668.81982421875,0,0,0
257,2008-05-06,6668.85009765625,6835.93994140625,6668.85009765625,6816.08984375,0,0,0
258,2008-05-07,6816.08984375,6839.47998046875,6728.39013671875,6733.830078125,0,0,0
259,2008-05-08,6733.83984375,6861.4599609375,6729.1201171875,6861.4599609375,0,0,0
260,2008-05-09,6861.4501953125,6864.080078125,6742.490234375,6819.9599609375,0,0,0
261,2008-05-12,6819.91015625,6821.93994140625,6718.77978515625,6803.75,0,0,0
262,2008-05-13,6803.75,6889.009765625,6738.97021484375,6881.85009765625,0,0,0
263,2008-05-14,6881.89013671875,6930.02978515625,6815.56005859375,6821.27001953125,0,0,0
264,2008-05-15,6821.27001953125,6922.39990234375,6785.97021484375,6920.18994140625,0,0,0
265,2008-05-16,6920.27001953125,7084.22021484375,6920.27001953125,7084.2099609375,0,0,0
266,2008-05-19,7084.2099609375,7213.52001953125,7082.85009765625,7158.330078125,0,0,0
267,2008-05-20,7158.43994140625,7249.02978515625,7153.43994140625,7228.27001953125,0,0,0
268,2008-05-21,7228.27001953125,7336.14013671875,7136.64013671875,7146.43994140625,0,0,0
269,2008-05-22,7146.43994140625,7195.580078125,7036.91015625,7067.2998046875,0,0,0
270,2008-05-23,7067.2900390625,7113.52001953125,6896.68017578125,6941.58984375,0,0,0
271,2008-05-27,6941.56982421875,6941.81005859375,6839.81982421875,6894.080078125,0,0,0
272,2008-05-28,6894.06982421875,6994.7900390625,6816.669921875,6990.6298828125,0,0,0
273,2008-05-29,6990.6298828125,6990.6298828125,6840.25,6853.41015625,0,0,0
274,2008-05-30,6853.419921875,6930.06005859375,6853.419921875,6909.2001953125,0,0,0
275,2008-06-02,6909.2001953125,6993.990234375,6857.2900390625,6924.169921875,0,0,0
276,2008-06-03,6924.169921875,6990.33984375,6805.9501953125,6812.31982421875,0,0,0
277,2008-06-04,6812.31982421875,6854.02001953125,6718.56982421875,6733.47021484375,0,0,0
278,2008-06-05,6733.490234375,7030.85986328125,6733.4501953125,7028.68994140625,0,0,0
279,2008-06-06,7028.68994140625,7192.5,6921.43994140625,6931.7998046875,0,0,0
280,2008-06-09,6931.89013671875,7126.240234375,6931.89013671875,7097.330078125,0,0,0
281,2008-06-10,7097.31982421875,7097.31982421875,6853.4599609375,6943.14013671875,0,0,0
282,2008-06-11,6943.1298828125,7045.8798828125,6924.22998046875,6996.5400390625,0,0,0
283,2008-06-12,6996.5400390625,6996.7099609375,6859.7099609375,6876.39013671875,0,0,0
284,2008-06-13,6876.39013671875,6967.490234375,6844.06005859375,6943.259765625,0,0,0
285,2008-06-16,6943.259765625,7024.06982421875,6943.259765625,6976.5498046875,0,0,0
286,2008-06-17,6976.5400390625,7114.3798828125,6967.4599609375,7103.0400390625,0,0,0
287,2008-06-18,7103.0400390625,7114.68994140625,7007.68994140625,7091.2099609375,0,0,0
288,2008-06-19,7091.2099609375,7163.10009765625,6944.009765625,6944.25,0,0,0
289,2008-06-20,6944.259765625,7025.1298828125,6872.02978515625,6898.06982421875,0,0,0
290,2008-06-23,6898.06982421875,7148.080078125,6898.02978515625,7148.080078125,0,0,0
291,2008-06-24,7148.08984375,7148.2001953125,7016.10986328125,7023.5,0,0,0
292,2008-06-25,7023.490234375,7047.3701171875,6847.93017578125,6986.08984375,0,0,0
293,2008-06-26,6986.0498046875,7050.81005859375,6855.27978515625,6916.2998046875,0,0,0
294,2008-06-27,6916.31005859375,7027.64990234375,6916.14013671875,6970.52001953125,0,0,0
295,2008-06-30,6970.509765625,7120.22998046875,6970.47998046875,7080.68017578125,0,0,0
296,2008-07-01,7080.68017578125,7127.83984375,6999.56982421875,7127.580078125,0,0,0
297,2008-07-02,7127.580078125,7228.89990234375,6917.35009765625,6918.83984375,0,0,0
298,2008-07-03,6918.83984375,6976.22021484375,6750.93017578125,6861.06982421875,0,0,0
299,2008-07-07,6861.06982421875,6893.22998046875,6622.68017578125,6694.52978515625,0,0,0
300,2008-07-08,6694.5400390625,6694.5400390625,6430.35986328125,6590.85009765625,0,0,0
301,2008-07-09,6590.85009765625,6713.3798828125,6461.4599609375,6465.89013671875,0,0,0
302,2008-07-10,6465.89990234375,6652.35986328125,6406.9599609375,6651.47021484375,0,0,0
303,2008-07-11,6651.490234375,6710.10986328125,6516.93994140625,6615.64990234375,0,0,0
304,2008-07-14,6615.7099609375,6727.64013671875,6578.5400390625,6659.72998046875,0,0,0
305,2008-07-15,6659.7001953125,6659.7001953125,6384.91015625,6392.8701171875,0,0,0
