Date,tte
1992-07-13,3.637218713760376
1992-07-14,3.6563620567321777
1992-07-15,3.6563620567321777
1992-07-16,3.7520782947540283
1992-07-17,3.6563620567321777
1992-07-20,3.5606467723846436
1992-07-21,3.522359848022461
1992-07-22,3.5032150745391846
1992-07-23,3.522359848022461
1992-07-24,3.445786476135254
1992-07-27,3.48407244682312
1992-07-28,3.579789638519287
1992-07-29,3.5606467723846436
1992-07-30,3.522359848022461
1992-07-31,3.48407244682312
1992-08-03,3.5606467723846436
1992-08-04,3.5415031909942627
1992-08-05,3.5415031909942627
1992-08-06,3.5415031909942627
1992-08-07,3.445786476135254
1992-08-10,3.5032150745391846
1992-08-11,3.445786476135254
1992-08-12,3.445786476135254
1992-08-13,3.445786476135254
1992-08-14,3.48407244682312
1992-08-17,3.579789638519287
1992-08-18,3.522359848022461
1992-08-19,3.3883566856384277
1992-08-20,3.2352101802825928
1992-08-21,3.2352101802825928
1992-08-24,3.2734968662261963
1992-08-25,3.2926406860351562
1992-08-26,3.3117823600769043
1992-08-27,3.2734968662261963
1992-08-28,3.3309266567230225
1992-08-31,3.3117823600769043
1992-09-01,3.1969242095947266
1992-09-02,3.1969242095947266
1992-09-03,3.2926406860351562
1992-09-04,3.3309266567230225
1992-09-08,3.407501459121704
1992-09-09,3.3883566856384277
1992-09-10,3.4266433715820312
1992-09-11,3.407501459121704
1992-09-14,3.3883566856384277
1992-09-15,3.3309266567230225
1992-09-16,3.3500702381134033
1992-09-17,3.3883566856384277
1992-09-18,3.369213342666626
1992-09-21,3.3883566856384277
1992-09-22,3.3883566856384277
1992-09-23,3.369213342666626
1992-09-24,3.3883566856384277
1992-09-25,3.3117823600769043
1992-09-28,3.2734968662261963
1992-09-29,3.1969242095947266
1992-09-30,3.2160680294036865
1992-10-01,3.2160680294036865
1992-10-02,3.2352101802825928
1992-10-05,3.2160680294036865
1992-10-06,3.2160680294036865
1992-10-07,3.3309266567230225
1992-10-08,3.2734968662261963
1992-10-09,3.2352101802825928
1992-10-12,3.2926406860351562
1992-10-13,3.3500702381134033
1992-10-14,3.3309266567230225
1992-10-15,3.369213342666626
1992-10-16,3.4266433715820312
1992-10-19,3.407501459121704
1992-10-20,3.4266433715820312
1992-10-21,3.445786476135254
1992-10-22,3.5415031909942627
1992-10-23,3.5606467723846436
1992-10-26,3.5606467723846436
1992-10-27,3.5989322662353516
1992-10-28,3.579789638519287
1992-10-29,3.5415031909942627
1992-10-30,3.5415031909942627
1992-11-02,3.5606467723846436
1992-11-03,3.5032150745391846
1992-11-04,3.48407244682312
1992-11-05,3.4649295806884766
1992-11-06,3.407501459121704
1992-11-09,3.3500702381134033
1992-11-10,3.369213342666626
1992-11-11,3.407501459121704
1992-11-12,3.445786476135254
1992-11-13,3.4266433715820312
1992-11-16,3.2926406860351562
1992-11-17,3.2926406860351562
1992-11-18,3.2926406860351562
1992-11-19,3.2926406860351562
1992-11-20,3.2734968662261963
1992-11-23,3.1394946575164795
1992-11-24,3.2352101802825928
1992-11-25,3.2734968662261963
1992-11-27,3.2926406860351562
1992-11-30,3.3500702381134033
1992-12-01,3.3117823600769043
1992-12-02,3.3309266567230225
1992-12-03,3.3500702381134033
1992-12-04,3.3500702381134033
1992-12-07,3.3883566856384277
1992-12-08,3.407501459121704
1992-12-09,3.3500702381134033
1992-12-10,3.3309266567230225
1992-12-11,3.2160680294036865
1992-12-14,3.2160680294036865
1992-12-15,3.1969242095947266
1992-12-16,3.1777799129486084
1992-12-17,3.1394946575164795
1992-12-18,3.1586368083953857
1992-12-21,3.1394946575164795
1992-12-22,3.120352029800415
1992-12-23,3.120352029800415
1992-12-24,3.1777799129486084
1992-12-28,3.1586368083953857
1992-12-29,3.1586368083953857
1992-12-30,3.2160680294036865
1992-12-31,3.1777799129486084
1993-01-04,3.1777799129486084
1993-01-05,3.2543532848358154
1993-01-06,3.2926406860351562
1993-01-07,3.2543532848358154
1993-01-08,3.2734968662261963
1993-01-11,3.2352101802825928
1993-01-12,3.120352029800415
1993-01-13,3.120352029800415
1993-01-14,3.101207733154297
1993-01-15,3.1969242095947266
1993-01-18,3.1969242095947266
1993-01-19,3.1777799129486084
1993-01-20,3.120352029800415
1993-01-21,3.120352029800415
1993-01-22,3.1586368083953857
1993-01-25,3.1394946575164795
1993-01-26,3.1586368083953857
1993-01-27,3.101207733154297
1993-01-28,3.1394946575164795
1993-01-29,3.101207733154297
1993-02-01,3.120352029800415
1993-02-02,3.120352029800415
1993-02-03,3.1586368083953857
1993-02-04,3.1777799129486084
1993-02-05,3.2926406860351562
1993-02-08,3.2543532848358154
1993-02-09,3.2160680294036865
1993-02-10,3.2543532848358154
1993-02-11,3.2734968662261963
1993-02-12,3.2926406860351562
1993-02-16,3.2543532848358154
1993-02-17,3.3117823600769043
1993-02-18,3.3117823600769043
1993-02-19,3.3500702381134033
1993-02-22,3.407501459121704
1993-02-23,3.4266433715820312
1993-02-24,3.445786476135254
1993-02-25,3.445786476135254
1993-02-26,3.4266433715820312
1993-03-01,3.445786476135254
1993-03-02,3.5032150745391846
1993-03-03,3.48407244682312
1993-03-04,3.522359848022461
1993-03-05,3.48407244682312
1993-03-08,3.522359848022461
1993-03-09,3.5032150745391846
1993-03-10,3.522359848022461
1993-03-11,3.48407244682312
1993-03-12,3.445786476135254
1993-03-15,3.48407244682312
1993-03-16,3.4649295806884766
1993-03-17,3.407501459121704
1993-03-18,3.445786476135254
1993-03-19,3.445786476135254
1993-03-22,3.3883566856384277
1993-03-23,3.407501459121704
1993-03-24,3.4266433715820312
1993-03-25,3.522359848022461
1993-03-26,3.6180763244628906
1993-03-29,3.6563620567321777
1993-03-30,3.579789638519287
1993-03-31,3.675504446029663
1993-04-01,3.6563620567321777
1993-04-02,3.637218713760376
1993-04-05,3.6180763244628906
1993-04-06,3.579789638519287
1993-04-07,3.579789638519287
1993-04-08,3.5989322662353516
1993-04-12,3.6180763244628906
1993-04-13,3.7520782947540283
1993-04-14,3.847794532775879
1993-04-15,3.8095078468322754
1993-04-16,3.8095078468322754
1993-04-19,3.8286516666412354
1993-04-20,3.790365219116211
1993-04-21,3.7520782947540283
1993-04-22,3.8286516666412354
1993-04-23,3.8286516666412354
1993-04-26,3.8286516666412354
1993-04-27,3.866938591003418
1993-04-28,3.732936143875122
1993-04-29,3.675504446029663
1993-04-30,3.6563620567321777
1993-05-03,3.675504446029663
1993-05-04,3.675504446029663
1993-05-05,3.713792085647583
1993-05-06,3.713792085647583
1993-05-07,3.6180763244628906
1993-05-10,3.5989322662353516
1993-05-11,3.579789638519287
1993-05-12,3.6180763244628906
1993-05-13,3.6180763244628906
1993-05-14,3.5415031909942627
1993-05-17,3.5415031909942627
1993-05-18,3.5032150745391846
1993-05-19,3.522359848022461
1993-05-20,3.637218713760376
1993-05-21,3.5989322662353516
1993-05-24,3.6180763244628906
1993-05-25,3.694650173187256
1993-05-26,3.694650173187256
1993-05-27,3.790365219116211
1993-05-28,3.790365219116211
1993-06-01,3.8095078468322754
1993-06-02,3.790365219116211
1993-06-03,3.7712225914001465
1993-06-04,3.7520782947540283
1993-06-07,3.790365219116211
1993-06-08,3.7241344451904297
1993-06-09,3.7826287746429443
1993-06-10,3.7826287746429443
1993-06-11,3.7631304264068604
1993-06-14,3.7241344451904297
1993-06-15,3.6851375102996826
1993-06-16,3.7826287746429443
1993-06-17,3.7436318397521973
1993-06-18,3.7046360969543457
1993-06-21,3.7631304264068604
1993-06-22,3.6851375102996826
1993-06-23,3.665639877319336
1993-06-24,3.7046360969543457
1993-06-25,3.6461410522460938
1993-06-28,3.7241344451904297
1993-06-29,3.7436318397521973
1993-06-30,3.6851375102996826
1993-07-01,3.7436318397521973
1993-07-02,3.6851375102996826
1993-07-06,3.607145309448242
1993-07-07,3.6851375102996826
1993-07-08,3.7826287746429443
1993-07-09,3.7241344451904297
1993-07-12,3.7436318397521973
1993-07-13,3.802126407623291
1993-07-14,3.8216257095336914
1993-07-15,3.7046360969543457
1993-07-16,3.665639877319336
1993-07-19,3.665639877319336
1993-07-20,3.626642942428589
1993-07-21,3.6461410522460938
1993-07-22,3.7046360969543457
1993-07-23,3.802126407623291
1993-07-26,3.7826287746429443
1993-07-27,3.802126407623291
1993-07-28,3.8216257095336914
1993-07-29,3.8606202602386475
1993-07-30,3.919114112854004
1993-08-02,3.938612699508667
1993-08-03,4.075098514556885
1993-08-04,4.03610372543335
1993-08-05,4.055600166320801
1993-08-06,4.133594989776611
1993-08-09,4.133594989776611
1993-08-10,4.075098514556885
1993-08-11,4.133594989776611
1993-08-12,4.075098514556885
1993-08-13,4.016604900360107
1993-08-16,4.055600166320801
1993-08-17,4.016604900360107
1993-08-18,4.094597816467285
1993-08-19,4.055600166320801
1993-08-20,4.03610372543335
1993-08-23,3.9971070289611816
1993-08-24,4.016604900360107
1993-08-25,4.075098514556885
1993-08-26,4.094597816467285
1993-08-27,4.133594989776611
1993-08-30,4.153091907501221
1993-08-31,4.192087173461914
1993-09-01,4.192087173461914
1993-09-02,4.231083393096924
1993-09-03,4.2115864753723145
1993-09-07,4.133594989776611
1993-09-08,4.133594989776611
1993-09-09,4.114094257354736
1993-09-10,4.094597816467285
1993-09-13,4.075098514556885
1993-09-14,4.133594989776611
1993-09-15,4.094597816467285
1993-09-16,3.9971070289611816
1993-09-17,4.03610372543335
1993-09-20,4.055600166320801
1993-09-21,3.9776084423065186
1993-09-22,4.075098514556885
1993-09-23,4.055600166320801
1993-09-24,4.094597816467285
1993-09-27,4.153091907501221
1993-09-28,4.192087173461914
1993-09-29,4.289578914642334
1993-09-30,4.231083393096924
1993-10-01,4.270079612731934
1993-10-04,4.348072528839111
1993-10-05,4.3870697021484375
1993-10-06,4.406566143035889
1993-10-07,4.367570400238037
1993-10-08,4.445562839508057
1993-10-11,4.445562839508057
1993-10-12,4.406566143035889
1993-10-13,4.3870697021484375
1993-10-14,4.3285746574401855
1993-10-15,4.309075832366943
1993-10-18,4.3285746574401855
1993-10-19,4.270079612731934
1993-10-20,4.289578914642334
1993-10-21,4.367570400238037
1993-10-22,4.3870697021484375
1993-10-25,4.3870697021484375
1993-10-26,4.367570400238037
1993-10-27,4.289578914642334
1993-10-28,4.3285746574401855
1993-10-29,4.348072528839111
1993-11-01,4.309075832366943
1993-11-02,4.309075832366943
1993-11-03,4.250580787658691
1993-11-04,4.172591686248779
1993-11-05,4.133594989776611
1993-11-08,4.2115864753723145
1993-11-09,4.2115864753723145
1993-11-10,4.172591686248779
1993-11-11,4.153091907501221
1993-11-12,4.2115864753723145
1993-11-15,4.231083393096924
1993-11-16,4.270079612731934
1993-11-17,4.348072528839111
1993-11-18,4.309075832366943
1993-11-19,4.270079612731934
1993-11-22,4.172591686248779
1993-11-23,4.192087173461914
1993-11-24,4.133594989776611
1993-11-26,4.114094257354736
1993-11-29,3.9776084423065186
1993-11-30,3.9581100940704346
1993-12-01,4.016604900360107
1993-12-02,4.03610372543335
1993-12-03,4.172591686248779
1993-12-06,4.270079612731934
1993-12-07,4.2115864753723145
1993-12-08,4.231083393096924
1993-12-09,4.153091907501221
1993-12-10,4.192087173461914
1993-12-13,4.153091907501221
1993-12-14,4.075098514556885
1993-12-15,4.055600166320801
1993-12-16,4.114094257354736
1993-12-17,4.192087173461914
1993-12-20,4.192087173461914
1993-12-21,4.172591686248779
1993-12-22,4.231083393096924
1993-12-23,4.289578914642334
1993-12-27,4.3870697021484375
1993-12-28,4.309075832366943
1993-12-29,4.289578914642334
1993-12-30,4.289578914642334
1993-12-31,4.231083393096924
1994-01-03,4.231083393096924
1994-01-04,4.231083393096924
1994-01-05,4.192087173461914
1994-01-06,4.231083393096924
1994-01-07,4.289578914642334
1994-01-10,4.250580787658691
1994-01-11,4.2115864753723145
1994-01-12,4.231083393096924
1994-01-13,4.153091907501221
1994-01-14,4.231083393096924
1994-01-17,4.192087173461914
1994-01-18,4.114094257354736
1994-01-19,4.2115864753723145
1994-01-20,4.192087173461914
1994-01-21,4.172591686248779
1994-01-24,4.192087173461914
1994-01-25,4.153091907501221
1994-01-26,4.172591686248779
1994-01-27,4.153091907501221
1994-01-28,4.2115864753723145
1994-01-31,4.289578914642334
1994-02-01,4.348072528839111
1994-02-02,4.58204984664917
1994-02-03,4.543052673339844
1994-02-04,4.3870697021484375
1994-02-07,4.484557628631592
1994-02-08,4.504059314727783
1994-02-09,4.601548194885254
1994-02-10,4.5625505447387695
1994-02-11,4.58204984664917
1994-02-14,4.5625505447387695
1994-02-15,4.5625505447387695
1994-02-16,4.523554801940918
1994-02-17,4.523554801940918
1994-02-18,4.504059314727783
1994-02-22,4.3870697021484375
1994-02-23,4.3285746574401855
1994-02-24,4.231083393096924
1994-02-25,4.289578914642334
1994-02-28,4.367570400238037
1994-03-01,4.289578914642334
1994-03-02,4.2115864753723145
1994-03-03,4.192087173461914
1994-03-04,4.2115864753723145
1994-03-07,4.289578914642334
1994-03-08,4.270079612731934
1994-03-09,4.289578914642334
1994-03-10,4.367570400238037
1994-03-11,4.3870697021484375
1994-03-14,4.484557628631592
1994-03-15,4.484557628631592
1994-03-16,4.5625505447387695
1994-03-17,4.504059314727783
1994-03-18,4.465061187744141
1994-03-21,4.3870697021484375
1994-03-22,4.484557628631592
1994-03-23,4.523554801940918
1994-03-24,4.3285746574401855
1994-03-25,4.348072528839111
1994-03-28,4.289578914642334
1994-03-29,4.172591686248779
1994-03-30,4.016604900360107
1994-03-31,4.075098514556885
1994-04-04,3.9971070289611816
1994-04-05,4.094597816467285
1994-04-06,4.250580787658691
1994-04-07,4.270079612731934
1994-04-08,4.250580787658691
1994-04-11,4.348072528839111
1994-04-12,4.289578914642334
1994-04-13,4.2115864753723145
1994-04-14,4.3870697021484375
1994-04-15,4.445562839508057
1994-04-18,4.523554801940918
1994-04-19,4.523554801940918
1994-04-20,4.5625505447387695
1994-04-21,4.5625505447387695
1994-04-22,4.6210455894470215
1994-04-25,4.660042762756348
1994-04-26,4.6210455894470215
1994-04-28,4.523554801940918
1994-04-29,4.523554801940918
1994-05-02,4.58204984664917
1994-05-03,4.601548194885254
1994-05-04,4.5625505447387695
1994-05-05,4.679540634155273
1994-05-06,4.738033294677734
1994-05-09,4.757531642913818
1994-05-10,4.835525035858154
1994-05-11,4.8745222091674805
1994-05-12,4.913516044616699
1994-05-13,4.816026210784912
1994-05-16,4.757531642913818
1994-05-17,4.679540634155273
1994-05-18,4.601548194885254
1994-05-19,4.58204984664917
1994-05-20,4.523554801940918
1994-05-23,4.523554801940918
1994-05-24,4.5625505447387695
1994-05-25,4.465061187744141
1994-05-26,4.426065444946289
1994-05-27,4.348072528839111
1994-05-31,4.406566143035889
1994-06-01,4.289578914642334
1994-06-02,4.3870697021484375
1994-06-03,4.406566143035889
1994-06-06,4.3870697021484375
1994-06-07,4.270187854766846
1994-06-08,4.38935661315918
1994-06-09,4.429080963134766
1994-06-10,4.54824686050415
1994-06-13,4.528387546539307
1994-06-14,4.587972640991211
1994-06-15,4.528387546539307
1994-06-16,4.528387546539307
1994-06-17,4.488661766052246
1994-06-20,4.448941230773926
1994-06-21,4.448941230773926
1994-06-22,4.528387546539307
1994-06-23,4.54824686050415
1994-06-24,4.5085248947143555
1994-06-27,4.5681071281433105
1994-06-28,4.5681071281433105
1994-06-29,4.6078314781188965
1994-06-30,4.54824686050415
1994-07-01,4.448941230773926
1994-07-05,4.54824686050415
1994-07-06,4.54824686050415
1994-07-07,4.5085248947143555
1994-07-08,4.54824686050415
1994-07-11,4.5681071281433105
1994-07-12,4.54824686050415
1994-07-13,4.528387546539307
1994-07-14,4.54824686050415
1994-07-15,4.5085248947143555
1994-07-18,4.627692699432373
1994-07-19,4.707137584686279
1994-07-20,4.6078314781188965
1994-07-21,4.6078314781188965
1994-07-22,4.528387546539307
1994-07-25,4.54824686050415
1994-07-26,4.587972640991211
1994-07-27,4.488661766052246
1994-07-28,4.528387546539307
1994-07-29,4.5681071281433105
1994-08-01,4.587972640991211
1994-08-02,4.667416095733643
1994-08-03,4.746861457824707
1994-08-04,4.647552967071533
1994-08-05,4.7269978523254395
1994-08-08,4.746861457824707
1994-08-09,4.7269978523254395
1994-08-10,4.826306343078613
1994-08-11,4.786584377288818
1994-08-12,4.766722679138184
1994-08-15,4.7269978523254395
1994-08-16,4.7269978523254395
1994-08-17,4.746861457824707
1994-08-18,4.707137584686279
1994-08-19,4.766722679138184
1994-08-22,4.667416095733643
1994-08-23,4.6872782707214355
1994-08-24,4.667416095733643
1994-08-25,4.647552967071533
1994-08-26,4.647552967071533
1994-08-29,4.647552967071533
1994-08-30,4.647552967071533
1994-08-31,4.746861457824707
1994-09-01,4.6872782707214355
1994-09-02,4.6872782707214355
1994-09-06,4.6078314781188965
1994-09-07,4.6078314781188965
1994-09-08,4.707137584686279
1994-09-09,4.786584377288818
1994-09-12,4.885891914367676
1994-09-13,4.846167087554932
1994-09-14,4.925614356994629
1994-09-15,5.084504127502441
1994-09-16,5.0249199867248535
1994-09-19,4.925614356994629
1994-09-20,4.846167087554932
1994-09-21,4.8064446449279785
1994-09-22,4.8064446449279785
1994-09-23,4.885891914367676
1994-09-26,4.826306343078613
1994-09-27,4.826306343078613
1994-09-28,4.786584377288818
1994-09-29,4.7269978523254395
1994-09-30,4.647552967071533
1994-10-03,4.627692699432373
1994-10-04,4.667416095733643
1994-10-05,4.647552967071533
1994-10-06,4.647552967071533
1994-10-07,4.8064446449279785
1994-10-10,4.905751705169678
1994-10-11,4.965336799621582
1994-10-12,4.945474624633789
1994-10-13,5.005059719085693
1994-10-14,5.005059719085693
1994-10-17,5.0249199867248535
1994-10-18,5.04478120803833
1994-10-19,5.005059719085693
1994-10-20,4.965336799621582
1994-10-21,4.925614356994629
1994-10-24,4.885891914367676
1994-10-25,4.846167087554932
1994-10-26,4.905751705169678
1994-10-27,5.0249199867248535
1994-10-28,5.203672409057617
1994-10-31,5.243394374847412
1994-11-01,5.203672409057617
1994-11-02,5.124227046966553
1994-11-03,5.124227046966553
1994-11-04,5.144087791442871
1994-11-07,5.124227046966553
1994-11-08,5.183811187744141
1994-11-09,5.064640998840332
1994-11-10,5.064640998840332
1994-11-11,5.064640998840332
1994-11-14,5.0249199867248535
1994-11-15,5.005059719085693
1994-11-16,5.005059719085693
1994-11-17,4.9851975440979
1994-11-18,4.965336799621582
1994-11-21,4.945474624633789
1994-11-22,4.885891914367676
1994-11-23,4.905751705169678
1994-11-25,4.945474624633789
1994-11-28,4.945474624633789
1994-11-29,4.925614356994629
1994-11-30,4.965336799621582
1994-12-01,4.905751705169678
1994-12-02,4.925614356994629
1994-12-05,4.846167087554932
1994-12-06,4.846167087554932
1994-12-07,4.846167087554932
1994-12-08,4.647552967071533
1994-12-09,4.7269978523254395
1994-12-12,4.707137584686279
1994-12-13,4.667416095733643
1994-12-14,4.746861457824707
1994-12-15,4.7269978523254395
1994-12-16,4.746861457824707
1994-12-19,4.766722679138184
1994-12-20,4.826306343078613
1994-12-21,4.846167087554932
1994-12-22,4.8064446449279785
1994-12-23,4.786584377288818
1994-12-27,4.786584377288818
1994-12-28,4.766722679138184
1994-12-29,4.667416095733643
1994-12-30,4.6872782707214355
1995-01-03,4.6872782707214355
1995-01-04,4.707137584686279
1995-01-05,4.647552967071533
1995-01-06,4.6872782707214355
1995-01-09,4.707137584686279
1995-01-10,4.6872782707214355
1995-01-11,4.6872782707214355
1995-01-12,4.667416095733643
1995-01-13,4.707137584686279
1995-01-16,4.746861457824707
1995-01-17,4.667416095733643
1995-01-18,4.667416095733643
1995-01-19,4.6078314781188965
1995-01-20,4.54824686050415
1995-01-23,4.4092183113098145
1995-01-24,4.38935661315918
1995-01-25,4.4688029289245605
1995-01-26,4.5681071281433105
1995-01-27,4.528387546539307
1995-01-30,4.528387546539307
1995-01-31,4.5085248947143555
1995-02-01,4.587972640991211
1995-02-02,4.528387546539307
1995-02-03,4.54824686050415
1995-02-06,4.448941230773926
1995-02-07,4.369495868682861
1995-02-08,4.369495868682861
1995-02-09,4.429080963134766
1995-02-10,4.488661766052246
1995-02-13,4.488661766052246
1995-02-14,4.5085248947143555
1995-02-15,4.528387546539307
1995-02-16,4.488661766052246
1995-02-17,4.4688029289245605
1995-02-21,4.448941230773926
1995-02-22,4.448941230773926
1995-02-23,4.528387546539307
1995-02-24,4.448941230773926
1995-02-27,4.429080963134766
1995-02-28,4.4092183113098145
1995-03-01,4.448941230773926
1995-03-02,4.448941230773926
1995-03-03,4.38935661315918
1995-03-06,4.309911251068115
1995-03-07,4.290050506591797
1995-03-08,4.309911251068115
1995-03-09,4.250328063964844
1995-03-10,4.230466842651367
1995-03-13,4.131158351898193
1995-03-14,4.190743923187256
1995-03-15,4.210605621337891
1995-03-16,4.329771518707275
1995-03-17,4.250328063964844
1995-03-20,4.270187854766846
1995-03-21,4.290050506591797
1995-03-22,4.38935661315918
1995-03-23,4.488661766052246
1995-03-24,4.6078314781188965
1995-03-27,4.5681071281433105
1995-03-28,4.5681071281433105
1995-03-29,4.766722679138184
1995-03-30,4.846167087554932
1995-03-31,4.766722679138184
1995-04-03,4.8064446449279785
1995-04-04,4.965336799621582
1995-04-05,5.005059719085693
1995-04-06,5.064640998840332
1995-04-07,5.064640998840332
1995-04-10,4.965336799621582
1995-04-11,4.905751705169678
1995-04-12,4.925614356994629
1995-04-13,4.9851975440979
1995-04-17,5.0249199867248535
1995-04-18,5.04478120803833
1995-04-19,4.9851975440979
1995-04-20,5.005059719085693
1995-04-21,5.10436487197876
1995-04-24,5.10436487197876
1995-04-25,5.163949966430664
1995-04-26,5.084504127502441
1995-04-27,5.10436487197876
1995-04-28,4.9851975440979
1995-05-01,5.005059719085693
1995-05-02,5.124227046966553
1995-05-03,5.263255596160889
1995-05-04,5.183811187744141
1995-05-05,5.04478120803833
1995-05-08,5.144087791442871
1995-05-09,5.144087791442871
1995-05-10,5.203672409057617
1995-05-11,5.144087791442871
1995-05-12,5.203672409057617
1995-05-15,5.10436487197876
1995-05-16,5.10436487197876
1995-05-17,5.10436487197876
1995-05-18,5.005059719085693
1995-05-19,4.905751705169678
1995-05-22,4.925614356994629
1995-05-23,4.866030216217041
1995-05-24,4.925614356994629
1995-05-25,4.965336799621582
1995-05-26,4.925614356994629
1995-05-30,4.925614356994629
