Date,bp
2017-04-26,25.625532150268555
2017-04-27,25.43330192565918
2017-04-28,25.374156951904297
2017-05-01,25.374156951904297
2017-05-02,25.692073822021484
2017-05-03,25.6477108001709
2017-05-04,25.374156951904297
2017-05-05,26.098711013793945
2017-05-08,26.194828033447266
2017-05-09,26.135679244995117
2017-05-10,26.33122444152832
2017-05-11,26.48164939880371
2017-05-12,26.61702537536621
2017-05-15,26.857698440551758
2017-05-16,27.25631332397461
2017-05-17,27.20366668701172
2017-05-18,27.459386825561523
2017-05-19,27.782787322998047
2017-05-22,27.79782485961914
2017-05-23,27.775272369384766
2017-05-24,27.752708435058594
2017-05-25,27.376651763916016
2017-05-26,27.384172439575195
2017-05-30,27.278884887695312
2017-05-31,27.18862533569336
2017-06-01,27.25631332397461
2017-06-02,27.00811767578125
2017-06-05,27.135982513427734
2017-06-06,27.25631332397461
2017-06-07,26.639591217041016
2017-06-08,26.63206672668457
2017-06-09,26.947956085205078
2017-06-12,26.93290901184082
2017-06-13,27.098373413085938
2017-06-14,26.60198402404785
2017-06-15,26.504213333129883
2017-06-16,27.075809478759766
2017-06-19,27.105894088745117
2017-06-20,26.308664321899414
2017-06-21,26.060466766357422
2017-06-22,26.022863388061523
2017-06-23,26.203367233276367
2017-06-26,26.233455657958984
2017-06-27,26.436521530151367
2017-06-28,26.526765823364258
2017-06-29,26.218412399291992
2017-06-30,26.060466766357422
2017-07-03,26.3387508392334
2017-07-05,25.88748550415039
2017-07-06,25.902523040771484
2017-07-07,25.842365264892578
2017-07-10,25.819791793823242
2017-07-11,25.842365264892578
2017-07-12,26.22593116760254
2017-07-13,26.113109588623047
2017-07-14,26.286100387573242
2017-07-17,26.263532638549805
2017-07-18,26.195844650268555
2017-07-19,26.346267700195312
2017-07-20,26.398916244506836
2017-07-21,26.083032608032227
2017-07-24,25.917566299438477
2017-07-25,26.248497009277344
2017-07-26,26.203367233276367
2017-07-27,26.316186904907227
2017-07-28,26.444034576416016
2017-07-31,26.42899513244629
2017-08-01,27.278884887695312
2017-08-02,27.376651763916016
2017-08-03,27.181100845336914
2017-08-04,27.32400894165039
2017-08-07,27.6398868560791
2017-08-08,27.48194694519043
2017-08-09,27.650175094604492
2017-08-10,27.122560501098633
2017-08-11,26.717283248901367
2017-08-14,26.518476486206055
2017-08-15,26.434364318847656
2017-08-16,26.220256805419922
2017-08-17,26.07497215270996
2017-08-18,26.120849609375
2017-08-21,25.998506546020508
2017-08-22,26.113204956054688
2017-08-23,26.18202781677246
2017-08-24,26.136140823364258
2017-08-25,26.411426544189453
2017-08-28,26.35789680480957
2017-08-29,26.281429290771484
2017-08-30,26.281429290771484
2017-08-31,26.55670738220215
2017-09-01,26.58729362487793
2017-09-05,26.724933624267578
2017-09-06,27.007862091064453
2017-09-07,27.145490646362305
2017-09-08,27.007862091064453
2017-09-11,27.191375732421875
2017-09-12,27.33666229248047
2017-09-13,27.52018165588379
2017-09-14,27.780168533325195
2017-09-15,27.971338272094727
2017-09-18,28.024858474731445
2017-09-19,28.254257202148438
2017-09-20,28.468366622924805
2017-09-21,28.8277587890625
2017-09-22,28.91950798034668
2017-09-25,29.24066734313965
2017-09-26,28.957746505737305
2017-09-27,29.07244300842285
2017-09-28,29.378307342529297
2017-09-29,29.385957717895508
2017-10-02,29.355369567871094
2017-10-03,29.59241485595703
2017-10-04,29.554183959960938
2017-10-05,29.523601531982422
2017-10-06,29.255958557128906
2017-10-09,29.40890121459961
2017-10-10,29.67652702331543
2017-10-11,29.70711326599121
2017-10-12,29.829458236694336
2017-10-13,29.89827537536621
2017-10-16,29.967100143432617
2017-10-17,29.584766387939453
2017-10-18,29.607709884643555
2017-10-19,29.63064193725586
2017-10-20,29.63064193725586
2017-10-23,29.661235809326172
2017-10-24,29.821815490722656
2017-10-25,29.661235809326172
2017-10-26,29.554183959960938
2017-10-27,29.89827537536621
2017-10-30,30.2958984375
2017-10-31,31.09880256652832
2017-11-01,31.167619705200195
2017-11-02,31.09880256652832
2017-11-03,31.014690399169922
2017-11-06,31.664648056030273
2017-11-07,31.718175888061523
2017-11-08,31.656997680664062
2017-11-09,31.59493064880371
2017-11-10,31.269046783447266
2017-11-13,30.94316864013672
2017-11-14,30.733671188354492
2017-11-15,30.330202102661133
2017-11-16,30.081912994384766
2017-11-17,30.330202102661133
2017-11-20,30.260364532470703
2017-11-21,30.361242294311523
2017-11-22,30.865575790405273
2017-11-24,31.0750732421875
2017-11-27,30.656078338623047
2017-11-28,30.95868682861328
2017-11-29,30.811264038085938
2017-11-30,31.09058952331543
2017-12-01,30.997480392456055
2017-12-04,30.966442108154297
2017-12-05,30.826780319213867
2017-12-06,30.71039581298828
2017-12-07,30.500905990600586
2017-12-08,30.756946563720703
2017-12-11,30.981964111328125
2017-12-12,31.548377990722656
2017-12-13,31.54061508178711
2017-12-14,31.525100708007812
2017-12-15,31.253530502319336
2017-12-18,31.68803596496582
2017-12-19,31.532852172851562
2017-12-20,31.773391723632812
2017-12-21,32.339805603027344
2017-12-22,32.03719711303711
2017-12-26,32.34756088256836
2017-12-27,32.37084197998047
2017-12-28,32.487220764160156
2017-12-29,32.611366271972656
2018-01-02,32.8829345703125
2018-01-03,33.263126373291016
2018-01-04,33.39503860473633
2018-01-05,33.44158172607422
2018-01-08,33.42607879638672
2018-01-09,33.263126373291016
2018-01-10,33.286407470703125
2018-01-11,33.57349395751953
2018-01-12,34.070072174072266
2018-01-16,32.945003509521484
2018-01-17,33.27089309692383
2018-01-18,33.286407470703125
2018-01-19,32.898460388183594
2018-01-22,33.666603088378906
2018-01-23,33.55021667480469
2018-01-24,34.093345642089844
2018-01-25,33.938175201416016
2018-01-26,33.992488861083984
2018-01-29,33.635562896728516
2018-01-30,33.21657180786133
2018-01-31,33.2010498046875
2018-02-01,33.64332580566406
2018-02-02,31.936330795288086
2018-02-05,30.865575790405273
2018-02-06,31.478540420532227
2018-02-07,31.036272048950195
2018-02-08,30.687114715576172
2018-02-09,30.34572410583496
2018-02-12,30.93541145324707
2018-02-13,30.795743942260742
2018-02-14,31.323360443115234
2018-02-15,31.37849235534668
2018-02-16,31.205217361450195
2018-02-20,31.12645149230957
2018-02-21,30.590885162353516
2018-02-22,30.91379737854004
2018-02-23,31.583267211914062
2018-02-26,31.732919692993164
2018-02-27,31.110708236694336
2018-02-28,30.60663414001465
2018-03-01,30.66964340209961
2018-03-02,30.480613708496094
2018-03-05,30.842920303344727
2018-03-06,31.150083541870117
2018-03-07,30.96106719970703
2018-03-08,31.07920265197754
2018-03-09,31.236719131469727
2018-03-12,31.386362075805664
2018-03-13,31.150083541870117
2018-03-14,30.61450958251953
2018-03-15,30.74052619934082
2018-03-16,31.094947814941406
2018-03-19,30.519996643066406
2018-03-20,30.748403549194336
2018-03-21,31.606901168823242
2018-03-22,30.74052619934082
2018-03-23,30.811410903930664
2018-03-26,31.835304260253906
2018-03-27,31.48088836669922
2018-03-28,31.189462661743164
2018-03-29,31.929821014404297
2018-04-02,31.433626174926758
2018-04-03,32.063724517822266
2018-04-04,32.315757751464844
2018-04-05,33.016727447509766
2018-04-06,32.890716552734375
2018-04-09,32.81195831298828
2018-04-10,33.69407653808594
2018-04-11,33.914608001708984
2018-04-12,33.914608001708984
2018-04-13,33.83584976196289
2018-04-16,33.64682388305664
2018-04-17,33.59169006347656
2018-04-18,34.28478240966797
2018-04-19,34.395042419433594
2018-04-20,34.26116180419922
2018-04-23,34.58407974243164
2018-04-24,34.843997955322266
2018-04-25,34.78886032104492
2018-04-26,35.32443618774414
2018-04-27,34.828243255615234
2018-04-30,35.11964797973633
2018-05-01,35.28506088256836
2018-05-02,35.206298828125
2018-05-03,35.22991943359375
2018-05-04,35.71036911010742
2018-05-07,35.986026763916016
2018-05-08,35.70248794555664
2018-05-09,36.84452438354492
2018-05-10,36.60517501831055
2018-05-11,36.56528854370117
2018-05-14,37.02005386352539
2018-05-15,37.33121109008789
2018-05-16,37.26738357543945
2018-05-17,37.65034484863281
2018-05-18,37.801944732666016
2018-05-21,38.129058837890625
2018-05-22,37.5705680847168
2018-05-23,37.059940338134766
2018-05-24,36.50144577026367
2018-05-25,35.38446807861328
2018-05-29,35.53606033325195
2018-05-30,36.46953582763672
2018-05-31,36.55730056762695
2018-06-01,36.637081146240234
2018-06-04,36.669002532958984
2018-06-05,36.93229293823242
2018-06-06,36.9243049621582
2018-06-07,37.658329010009766
2018-06-08,37.530677795410156
2018-06-11,37.59449768066406
2018-06-12,36.796653747558594
2018-06-13,36.70889663696289
2018-06-14,37.05196762084961
2018-06-15,36.00679016113281
2018-06-18,36.182315826416016
2018-06-19,36.02275085449219
2018-06-20,35.711585998535156
2018-06-21,35.23287582397461
2018-06-22,36.525390625
2018-06-25,35.29670715332031
2018-06-26,35.8153076171875
2018-06-27,36.254119873046875
2018-06-28,36.4376220703125
2018-06-29,36.429649353027344
2018-07-02,36.06263732910156
2018-07-03,36.62113571166992
2018-07-05,36.7009162902832
2018-07-06,36.65304183959961
2018-07-09,37.17961502075195
2018-07-10,37.53865432739258
2018-07-11,36.0147705078125
2018-07-12,36.182315826416016
2018-07-13,36.19827651977539
2018-07-16,35.599884033203125
2018-07-17,35.448299407958984
2018-07-18,35.3046875
2018-07-19,35.456275939941406
2018-07-20,35.53606033325195
2018-07-23,35.3046875
2018-07-24,35.75945281982422
2018-07-25,35.93498992919922
2018-07-26,35.52808380126953
2018-07-27,35.51212692260742
2018-07-30,35.432334899902344
2018-07-31,35.974876403808594
2018-08-01,35.52808380126953
2018-08-02,34.92171859741211
2018-08-03,35.0812873840332
2018-08-06,35.20894241333008
2018-08-07,35.67967224121094
2018-08-08,35.60786056518555
2018-08-09,35.21549987792969
2018-08-10,34.77864456176758
2018-08-13,34.527854919433594
2018-08-14,34.47122573852539
2018-08-15,33.59750747680664
2018-08-16,33.751224517822266
2018-08-17,33.90493392944336
2018-08-20,34.28515625
2018-08-21,34.34988021850586
2018-08-22,34.77054977416992
2018-08-23,34.73820495605469
2018-08-24,35.12651443481445
2018-08-27,35.490562438964844
2018-08-28,34.997074127197266
2018-08-29,35.10224533081055
2018-08-30,35.25595474243164
2018-08-31,34.68965530395508
2018-09-04,34.560218811035156
2018-09-05,34.60875701904297
2018-09-06,34.14762878417969
2018-09-07,34.00201416015625
2018-09-10,34.05055618286133
2018-09-11,34.50359344482422
2018-09-12,34.87572479248047
2018-09-13,35.12651443481445
2018-09-14,34.997074127197266
2018-09-17,34.98090362548828
2018-09-18,35.23978042602539
2018-09-19,35.579551696777344
2018-09-20,36.056854248046875
2018-09-21,36.137760162353516
2018-09-24,36.58271026611328
2018-09-25,37.47259521484375
2018-09-26,37.424049377441406
2018-09-27,37.91754150390625
2018-09-28,37.29461669921875
2018-10-01,37.836647033691406
2018-10-02,37.8690071105957
2018-10-03,38.014625549316406
2018-10-04,37.836647033691406
2018-10-05,37.61821365356445
2018-10-08,37.060020446777344
2018-10-09,37.2218132019043
2018-10-10,36.52607727050781
2018-10-11,35.700904846191406
2018-10-12,36.04068374633789
2018-10-15,36.00022888183594
2018-10-16,36.16202163696289
2018-10-17,35.87887954711914
2018-10-18,35.48247146606445
2018-10-19,35.595733642578125
2018-10-22,34.899993896484375
2018-10-23,34.22043991088867
2018-10-24,33.16066360473633
2018-10-25,33.646053314208984
2018-10-26,33.24964904785156
2018-10-29,33.19301986694336
2018-10-30,34.14762878417969
2018-10-31,35.08606719970703
2018-11-01,34.50359344482422
2018-11-02,33.65414810180664
2018-11-05,34.47122573852539
2018-11-06,34.511680603027344
2018-11-07,34.87572479248047
2018-11-08,33.870365142822266
2018-11-09,33.84574890136719
2018-11-12,33.542083740234375
2018-11-13,32.672142028808594
2018-11-14,33.09891128540039
2018-11-15,33.780086517333984
2018-11-16,33.51746368408203
2018-11-19,33.58312225341797
2018-11-20,32.9101448059082
2018-11-21,33.870365142822266
2018-11-23,32.73780059814453
2018-11-26,33.2630500793457
2018-11-27,33.090702056884766
2018-11-28,33.51746368408203
2018-11-29,33.222007751464844
2018-11-30,33.115318298339844
2018-12-03,33.804710388183594
2018-12-04,33.60774612426758
2018-12-06,32.4915885925293
2018-12-07,32.42593002319336
2018-12-10,32.31103515625
2018-12-11,32.073036193847656
2018-12-12,32.048404693603516
2018-12-13,32.24538040161133
2018-12-14,31.728342056274414
2018-12-17,31.523162841796875
2018-12-18,31.03894805908203
2018-12-19,30.899431228637695
2018-12-20,30.57935333251953
2018-12-21,30.91584014892578
2018-12-24,30.07872772216797
2018-12-26,31.23591423034668
2018-12-27,30.96508026123047
2018-12-28,31.293363571166992
2018-12-31,31.121017456054688
2019-01-02,31.670886993408203
