Date,pbr
2001-04-24,1.543717622756958
2001-04-25,1.561198115348816
2001-04-26,1.6244900226593018
2001-04-27,1.6184624433517456
2001-04-30,1.6275041103363037
2001-05-01,1.6250929832458496
2001-05-02,1.6184624433517456
2001-05-03,1.6666851043701172
2001-05-04,1.6486012935638428
2001-05-07,1.5967624187469482
2001-05-08,1.5738569498062134
2001-05-09,1.5967624187469482
2001-05-10,1.6516151428222656
2001-05-11,1.6275041103363037
2001-05-14,1.6094207763671875
2001-05-15,1.5792819261550903
2001-05-16,1.6154487133026123
2001-05-17,1.6395601034164429
2001-05-18,1.6660817861557007
2001-05-21,1.672109603881836
2001-05-22,1.6847684383392334
2001-05-23,1.6877816915512085
2001-05-24,1.6696993112564087
2001-05-25,1.6510121822357178
2001-05-29,1.6606570482254028
2001-05-30,1.6696993112564087
2001-05-31,1.705865502357483
2001-06-01,1.7118932008743286
2001-06-04,1.7751853466033936
2001-06-05,1.7390177249908447
2001-06-06,1.6757261753082275
2001-06-07,1.64558744430542
2001-06-08,1.620270848274231
2001-06-11,1.6293128728866577
2001-06-12,1.6130377054214478
2001-06-13,1.6395601034164429
2001-06-14,1.6256952285766602
2001-06-15,1.6003791093826294
2001-06-18,1.5702401399612427
2001-06-19,1.5654181241989136
2001-06-20,1.6070098876953125
2001-06-21,1.6636707782745361
2001-06-22,1.647998571395874
2001-06-25,1.6275041103363037
2001-06-26,1.6226818561553955
2001-06-27,1.5732536315917969
2001-06-28,1.558184266090393
2001-06-29,1.5672262907028198
2001-07-02,1.525031328201294
2001-07-03,1.4948925971984863
2001-07-05,1.4285868406295776
2001-07-06,1.53738272190094
2001-07-09,1.534825325012207
2001-07-10,1.511163592338562
2001-07-11,1.5469763278961182
2001-07-12,1.5098841190338135
2001-07-13,1.4836642742156982
2001-07-16,1.416515588760376
2001-07-17,1.4478514194488525
2001-07-18,1.3781452178955078
2001-07-19,1.3973305225372314
2001-07-20,1.464479684829712
2001-07-23,1.522674322128296
2001-07-24,1.4836642742156982
2001-07-25,1.4887806177139282
2001-07-26,1.5028493404388428
2001-07-27,1.529708981513977
2001-07-30,1.5501731634140015
2001-07-31,1.5073262453079224
2001-08-01,1.477269172668457
2001-08-02,1.440177321434021
2001-08-03,1.481106162071228
2001-08-06,1.5022097826004028
2001-08-07,1.4970940351486206
2001-08-08,1.4964543581008911
2001-08-09,1.477269172668457
2001-08-10,1.4914264678955078
2001-08-13,1.4599946737289429
2001-08-14,1.4625595808029175
2001-08-15,1.4914264678955078
2001-08-16,1.4741063117980957
2001-08-17,1.3804515600204468
2001-08-20,1.372753620147705
2001-08-21,1.359924554824829
2001-08-22,1.4016203880310059
2001-08-23,1.40482759475708
2001-08-24,1.4625595808029175
2001-08-27,1.4689750671386719
2001-08-28,1.4599946737289429
2001-08-29,1.4567866325378418
2001-08-30,1.4612772464752197
2001-08-31,1.4433162212371826
2001-09-04,1.4696162939071655
2001-09-05,1.5042556524276733
2001-09-06,1.433693766593933
2001-09-07,1.4593524932861328
2001-09-10,1.4118832349777222
2001-09-17,1.3791685104370117
2001-09-18,1.4016203880310059
2001-09-19,1.3470946550369263
2001-09-20,1.2669111490249634
2001-09-21,1.2476662397384644
2001-09-24,1.212384819984436
2001-09-25,1.1950650215148926
2001-09-26,1.1636335849761963
2001-09-27,1.218158483505249
2001-09-28,1.2669111490249634
2001-10-01,1.2348369359970093
2001-10-02,1.2001972198486328
2001-10-03,1.2085365056991577
2001-10-04,1.2284218072891235
2001-10-05,1.205970287322998
2001-10-08,1.205970287322998
2001-10-09,1.212384819984436
2001-10-10,1.2669111490249634
2001-10-11,1.2842305898666382
2001-10-12,1.31502103805542
2001-10-15,1.327850341796875
2001-10-16,1.3227189779281616
2001-10-17,1.31502103805542
2001-10-18,1.2560055255889893
2001-10-19,1.2733254432678223
2001-10-22,1.2989845275878906
2001-10-23,1.2957767248153687
2001-10-24,1.2752493619918823
2001-10-25,1.2861547470092773
2001-10-26,1.2797399759292603
2001-10-29,1.2495906352996826
2001-10-30,1.2258563041687012
2001-10-31,1.2829474210739136
2001-11-01,1.2957767248153687
2001-11-02,1.2900038957595825
2001-11-05,1.2977010011672974
2001-11-06,1.2842305898666382
2001-11-07,1.312455415725708
2001-11-08,1.359924554824829
2001-11-09,1.419581413269043
2001-11-12,1.369545817375183
2001-11-13,1.381734848022461
2001-11-14,1.3034743070602417
2001-11-15,1.1995558738708496
2001-11-16,1.2220075130462646
2001-11-19,1.239327073097229
2001-11-20,1.255363941192627
2001-11-21,1.2816641330718994
2001-11-23,1.3323408365249634
2001-11-26,1.3470946550369263
2001-11-27,1.3310575485229492
2001-11-28,1.2867964506149292
2001-11-29,1.2694764137268066
2001-11-30,1.2989845275878906
2001-12-03,1.3894319534301758
2001-12-04,1.3919984102249146
2001-12-05,1.433693766593933
2001-12-06,1.3919984102249146
2001-12-07,1.3759613037109375
2001-12-10,1.3855829238891602
2001-12-11,1.3426047563552856
2001-12-12,1.3503024578094482
2001-12-13,1.3060399293899536
2001-12-14,1.3310575485229492
2001-12-17,1.327850341796875
2001-12-18,1.4009783267974854
2001-12-19,1.424072027206421
2001-12-20,1.3650561571121216
2001-12-21,1.3881492614746094
2001-12-24,1.4279203414916992
2001-12-26,1.4106003046035767
2001-12-27,1.4426743984222412
2001-12-28,1.4696162939071655
2001-12-31,1.494633436203003
2002-01-02,1.4875777959823608
2002-01-03,1.49912428855896
2002-01-04,1.4792382717132568
2002-01-07,1.4882187843322754
2002-01-08,1.4465233087539673
2002-01-09,1.424072027206421
2002-01-10,1.3919984102249146
2002-01-11,1.3830174207687378
2002-01-14,1.314379334449768
2002-01-15,1.3381140232086182
2002-01-16,1.3227189779281616
2002-01-17,1.3605659008026123
2002-01-18,1.3631315231323242
2002-01-22,1.3118135929107666
2002-01-23,1.3246433734893799
2002-01-24,1.314379334449768
2002-01-25,1.325284719467163
2002-01-28,1.335547924041748
2002-01-29,1.2957767248153687
2002-01-30,1.3021920919418335
2002-01-31,1.3438875675201416
2002-02-01,1.3310575485229492
2002-02-04,1.3053990602493286
2002-02-05,1.2989845275878906
2002-02-06,1.312455415725708
2002-02-07,1.3034743070602417
2002-02-08,1.2977010011672974
2002-02-11,1.2829474210739136
2002-02-12,1.32656729221344
2002-02-13,1.3458114862442017
2002-02-14,1.359924554824829
2002-02-15,1.3618488311767578
2002-02-19,1.3554338216781616
2002-02-20,1.3554338216781616
2002-02-21,1.3849416971206665
2002-02-22,1.4285621643066406
2002-02-25,1.480521559715271
2002-02-26,1.4914264678955078
2002-02-27,1.5517255067825317
2002-02-28,1.5716114044189453
2002-03-01,1.6453795433044434
2002-03-04,1.6755295991897583
2002-03-05,1.6485871076583862
2002-03-06,1.6075330972671509
2002-03-07,1.6133066415786743
2002-03-08,1.5972691774368286
2002-03-11,1.6184378862380981
2002-03-12,1.6357572078704834
2002-03-13,1.6408902406692505
2002-03-14,1.6780951023101807
2002-03-15,1.7371108531951904
2002-03-18,1.7383941411972046
2002-03-19,1.730054259300232
2002-03-20,1.8775893449783325
2002-03-21,1.8702973127365112
2002-03-22,1.8374853134155273
2002-03-25,1.836756706237793
2002-03-26,1.892172932624817
2002-03-27,1.9351929426193237
2002-03-28,1.930088996887207
2002-04-01,1.9906092882156372
2002-04-02,1.97238028049469
2002-04-03,1.92863130569458
2002-04-04,1.9577970504760742
2002-04-05,1.9257138967514038
2002-04-08,1.9432132244110107
2002-04-09,1.888526439666748
2002-04-10,1.9140478372573853
2002-04-11,1.8695685863494873
2002-04-12,1.8382149934768677
2002-04-15,1.8520684242248535
2002-04-16,1.874672532081604
2002-04-17,1.896547555923462
2002-04-18,1.8797768354415894
2002-04-19,1.8622764348983765
2002-04-22,1.8702973127365112
2002-04-23,1.8542561531066895
2002-04-24,1.8506107330322266
2002-04-25,1.822902798652649
2002-04-26,1.7937359809875488
2002-04-29,1.7944656610488892
2002-04-30,1.7937359809875488
2002-05-01,1.8039436340332031
2002-05-02,1.7317575216293335
2002-05-03,1.7390483617782593
2002-05-06,1.6952990293502808
2002-05-07,1.6843615770339966
2002-05-08,1.7208192348480225
2002-05-09,1.6610287427902222
2002-05-10,1.6457159519195557
2002-05-13,1.588112711906433
2002-05-14,1.6041542291641235
2002-05-15,1.588841438293457
2002-05-16,1.6697787046432495
2002-05-17,1.6829034090042114
2002-05-20,1.7135281562805176
2002-05-21,1.72665274143219
2002-05-22,1.7230075597763062
2002-05-23,1.7390483617782593
2002-05-24,1.7448818683624268
2002-05-28,1.735403299331665
2002-05-29,1.7295697927474976
2002-05-30,1.7244656085968018
2002-05-31,1.7361317873001099
2002-06-03,1.6916531324386597
2002-06-04,1.6916531324386597
2002-06-05,1.6829034090042114
2002-06-06,1.615091323852539
2002-06-07,1.5895711183547974
2002-06-10,1.6005080938339233
2002-06-11,1.5348838567733765
2002-06-12,1.4947797060012817
2002-06-13,1.4874881505966187
2002-06-14,1.443009376525879
2002-06-17,1.4699885845184326
2002-06-18,1.4437386989593506
2002-06-19,1.416759729385376
2002-06-20,1.305198073387146
2002-06-21,1.179782509803772
2002-06-24,1.274573564529419
2002-06-25,1.3132187128067017
2002-06-26,1.3664470911026
2002-06-27,1.377385139465332
2002-06-28,1.375197172164917
2002-07-01,1.3190521001815796
2002-07-02,1.2913442850112915
2002-07-03,1.3088436126708984
2002-07-05,1.2738440036773682
2002-07-08,1.2556151151657104
2002-07-09,1.301552176475525
2002-07-10,1.2701985836029053
2002-07-11,1.2650941610336304
2002-07-12,1.2629070281982422
2002-07-15,1.2330108880996704
2002-07-16,1.2359274625778198
2002-07-17,1.2541568279266357
2002-07-18,1.2446776628494263
2002-07-19,1.1812399625778198
2002-07-22,1.0820748805999756
2002-07-23,1.039054036140442
2002-07-24,1.0973871946334839
2002-07-25,1.0572832822799683
2002-07-26,1.002596378326416
2002-07-29,0.9362423419952393
2002-07-30,0.9150968790054321
2002-07-31,0.9624921679496765
2002-08-01,1.0098880529403687
2002-08-02,1.1221786737442017
2002-08-05,1.0281168222427368
2002-08-06,1.039054036140442
2002-08-07,1.0733249187469482
2002-08-08,1.2315527200698853
2002-08-09,1.2140523195266724
2002-08-12,1.1221786737442017
2002-08-13,1.0332210063934326
2002-08-14,1.015721321105957
2002-08-15,1.0354083776474
2002-08-16,1.0375959873199463
2002-08-19,1.039054036140442
2002-08-20,1.013533592224121
2002-08-21,1.0463459491729736
2002-08-22,1.0565540790557861
2002-08-23,1.0536375045776367
2002-08-26,1.0995746850967407
2002-08-27,1.1192619800567627
2002-08-28,1.1068663597106934
2002-08-29,1.1316578388214111
2002-08-30,1.1630116701126099
2002-09-03,1.1593658924102783
2002-09-04,1.187073826789856
2002-09-05,1.1564488410949707
2002-09-06,1.1695741415023804
2002-09-09,1.2009280920028687
2002-09-10,1.228636384010315
2002-09-11,1.246864914894104
2002-09-12,1.2344695329666138
2002-09-13,1.2330108880996704
2002-09-16,1.2067612409591675
2002-09-17,1.1185328960418701
2002-09-18,1.0820748805999756
2002-09-19,1.0055129528045654
2002-09-20,1.0368667840957642
2002-09-23,0.9624921679496765
2002-09-24,0.889576256275177
2002-09-25,0.8582224249839783
2002-09-26,0.8341599106788635
2002-09-27,0.7291609048843384
2002-09-30,0.7823895215988159
2002-10-01,0.9041593074798584
2002-10-02,0.872805655002594
2002-10-03,0.9041593074798584
2002-10-04,0.9129093885421753
2002-10-07,0.8414517045021057
2002-10-08,0.8523890376091003
2002-10-09,0.8020771145820618
2002-10-10,0.7743688821792603
2002-10-11,0.7772855758666992
2002-10-14,0.7145775556564331
2002-10-15,0.7145775556564331
2002-10-16,0.6963485479354858
2002-10-17,0.7750979065895081
2002-10-18,0.7991603016853333
2002-10-21,0.8020771145820618
2002-10-22,0.8064520955085754
2002-10-23,0.8647848963737488
2002-10-24,0.9172844290733337
2002-10-25,0.9552010297775269
2002-10-28,0.9078051447868347
2002-10-29,0.8545764684677124
2002-10-30,0.9333259463310242
2002-10-31,0.9646797180175781
2002-11-01,0.9807212352752686
2002-11-04,0.9508258104324341
2002-11-05,0.9355133175849915
2002-11-06,0.9165552854537964
2002-11-07,1.0166481733322144
2002-11-08,1.0134731531143188
2002-11-11,1.0460121631622314
2002-11-12,1.0166481733322144
2002-11-13,1.011885643005371
2002-11-14,1.0444247722625732
2002-11-15,1.0729960203170776
2002-11-18,1.0944241285324097
2002-11-19,1.0793451070785522
2002-11-20,1.1110903024673462
2002-11-21,1.12934410572052
2002-11-22,1.1055351495742798
2002-11-25,1.071408987045288
2002-11-26,1.0214097499847412
2002-11-27,1.034901738166809
2002-11-29,1.0396631956100464
2002-12-02,1.0793451070785522
2002-12-03,1.0634723901748657
2002-12-04,1.0404568910598755
2002-12-05,1.0087119340896606
2002-12-06,1.050774335861206
2002-12-09,1.0190287828445435
2002-12-10,1.0126798152923584
2002-12-11,1.0356947183609009
2002-12-12,1.0515679121017456
2002-12-13,1.0515679121017456
2002-12-16,1.0991859436035156
2002-12-17,1.103947401046753
2002-12-18,1.1372802257537842
2002-12-19,1.2166438102722168
2002-12-20,1.2721985578536987
2002-12-23,1.2412468194961548
2002-12-24,1.2348978519439697
2002-12-26,1.1944224834442139
2002-12-27,1.1737878322601318
2002-12-30,1.1682324409484863
2002-12-31,1.1856920719146729
2003-01-02,1.1983906030654907
2003-01-03,1.1983906030654907
2003-01-06,1.2975950241088867
2003-01-07,1.2991821765899658
2003-01-08,1.2745791673660278
2003-01-09,1.332515001296997
2003-01-10,1.3928313255310059
2003-01-13,1.3944185972213745
2003-01-14,1.4237827062606812
2003-01-15,1.3833074569702148
2003-01-16,1.3912441730499268
2003-01-17,1.2793413400650024
2003-01-21,1.2436275482177734
2003-01-22,1.1745816469192505
2003-01-23,1.1745816469192505
2003-01-24,1.1007729768753052
2003-01-27,1.0888686180114746
2003-01-28,1.0872814655303955
2003-01-29,1.1475976705551147
2003-01-30,1.1468043327331543
2003-01-31,1.17696213722229
2003-02-03,1.1912473440170288
2003-02-04,1.1531530618667603
2003-02-05,1.138074278831482
2003-02-06,1.1007729768753052
2003-02-07,1.0952179431915283
2003-02-10,1.1269632577896118
2003-02-11,1.1348994970321655
2003-02-12,1.1364867687225342
2003-02-13,1.0936306715011597
2003-02-14,1.0952179431915283
2003-02-18,1.1333121061325073
2003-02-19,1.1134716272354126
2003-02-20,1.0960114002227783
2003-02-21,1.1055351495742798
2003-02-24,1.0849007368087769
2003-02-25,1.0452189445495605
2003-02-26,1.0269651412963867
2003-02-27,1.0325206518173218
2003-02-28,1.061091423034668
2003-03-03,1.0706149339675903
2003-03-04,1.0491870641708374
2003-03-05,1.0317267179489136
2003-03-06,1.0642657279968262
2003-03-07,1.0960114002227783
2003-03-10,1.071408987045288
2003-03-11,1.1222010850906372
2003-03-12,1.1706137657165527
2003-03-13,1.192041277885437
2003-03-14,1.189660668373108
2003-03-17,1.1785497665405273
2003-03-18,1.2150567770004272
2003-03-19,1.2221994400024414
2003-03-20,1.238072395324707
2003-03-21,1.2555322647094727
2003-03-24,1.2261676788330078
2003-03-25,1.393423080444336
2003-03-26,1.3580201864242554
2003-03-27,1.3598350286483765
2003-03-28,1.387068510055542
2003-03-31,1.3752676248550415
2003-04-01,1.4433505535125732
2003-04-02,1.4760299921035767
2003-04-03,1.5005394220352173
2003-04-04,1.5205105543136597
2003-04-07,1.4978163242340088
2003-04-08,1.4179331064224243
2003-04-09,1.4197481870651245
2003-04-10,1.4006853103637695
2003-04-11,1.4270105361938477
2003-04-14,1.4424426555633545
2003-04-15,1.4887385368347168
2003-04-16,1.4987238645553589
2003-04-17,1.547743558883667
2003-04-21,1.5459281206130981
2003-04-22,1.5513744354248047
2003-04-23,1.591316819190979
2003-04-24,1.5749765634536743
2003-04-25,1.5658986568450928
2003-04-28,1.590408205986023
2003-04-29,1.6276272535324097
2003-04-30,1.683908224105835
2003-05-01,1.666661024093628
2003-05-02,1.690263271331787
2003-05-05,1.683908224105835
2003-05-06,1.683908224105835
2003-05-07,1.7265739440917969
2003-05-08,1.7011561393737793
2003-05-09,1.7728699445724487
2003-05-12,1.8082730770111084
2003-05-13,1.8246123790740967
2003-05-14,1.8291510343551636
2003-05-15,1.7919323444366455
2003-05-16,1.7928404808044434
2003-05-19,1.7193114757537842
2003-05-20,1.7238507270812988
2003-05-21,1.7356511354446411
2003-05-22,1.769239068031311
2003-05-23,1.7646998167037964
2003-05-27,1.7211265563964844
2003-05-28,1.7547142505645752
2003-05-29,1.7547142505645752
2003-05-30,1.7383747100830078
2003-06-02,1.7519909143447876
2003-06-03,1.7465449571609497
2003-06-04,1.8191664218902588
2003-06-05,1.8491219282150269
2003-06-06,1.8709087371826172
2003-06-09,1.8500300645828247
2003-06-10,1.815535068511963
2003-06-11,1.8527532815933228
2003-06-12,1.860922932624817
2003-06-13,1.8972336053848267
2003-06-16,1.887247920036316
2003-06-17,1.884524941444397
2003-06-18,1.8418611288070679
2003-06-19,1.822797179222107
2003-06-20,1.7438215017318726
2003-06-23,1.7202194929122925
2003-06-24,1.7456371784210205
2003-06-25,1.7565298080444336
2003-06-26,1.7202194929122925
2003-06-27,1.7383747100830078
2003-06-30,1.7937486171722412
2003-07-01,1.7982871532440186
2003-07-02,1.8073651790618896
2003-07-03,1.8246123790740967
2003-07-07,1.8563848733901978
2003-07-08,1.876355528831482
2003-07-09,1.894511103630066
2003-07-10,1.8527532815933228
2003-07-11,1.8473069667816162
2003-07-14,1.8881560564041138
2003-07-15,1.9335451126098633
2003-07-16,1.9172048568725586
2003-07-17,1.902679681777954
2003-07-18,1.9181122779846191
2003-07-21,1.9172048568725586
2003-07-22,1.9371761083602905
2003-07-23,1.9244670867919922
2003-07-24,1.8972336053848267
2003-07-25,1.8745397329330444
2003-07-28,1.8799866437911987
2003-07-29,1.8899712562561035
2003-07-30,1.861831545829773
2003-07-31,1.8418611288070679
2003-08-01,1.7401899099349976
2003-08-04,1.7020635604858398
2003-08-05,1.7710540294647217
2003-08-06,1.730204701423645
2003-08-07,1.8246123790740967
2003-08-08,1.876355528831482
2003-08-11,1.8727238178253174
2003-08-12,1.865462064743042
2003-08-13,1.8700000047683716
2003-08-14,1.9371761083602905
2003-08-15,1.8899712562561035
2003-08-18,1.910850167274475
2003-08-19,1.8854329586029053
2003-08-20,1.8772634267807007
2003-08-21,1.8790783882141113
2003-08-22,1.9008649587631226
2003-08-25,1.8736320734024048
2003-08-26,1.8881560564041138
2003-08-27,1.949884295463562
2003-08-28,1.9880105257034302
2003-08-29,2.0061662197113037
2003-09-02,1.992550015449524
2003-09-03,2.0633554458618164
2003-09-04,2.1550400257110596
2003-09-05,2.185903787612915
2003-09-08,2.1804580688476562
2003-09-09,2.114190101623535
2003-09-10,2.1505000591278076
2003-09-11,2.1695642471313477
2003-09-12,2.143238067626953
2003-09-15,2.1014816761016846
2003-09-16,2.106019973754883
2003-09-17,2.0833263397216797
2003-09-18,2.096942901611328
2003-09-19,2.0869574546813965
2003-09-22,2.0415687561035156
2003-09-23,1.9961801767349243
2003-09-24,2.0370302200317383
2003-09-25,2.0179672241210938
2003-09-26,2.028860569000244
2003-09-29,2.046107769012451
2003-09-30,2.0815107822418213
2003-10-01,2.1069281101226807
2003-10-02,2.2058746814727783
2003-10-03,2.243093490600586
2003-10-06,2.265786647796631
2003-10-07,2.2539870738983154
2003-10-08,2.297559976577759
2003-10-09,2.3075456619262695
2003-10-10,2.301190137863159
2003-10-13,2.3511173725128174
2003-10-14,2.3002829551696777
2003-10-15,2.287574052810669
2003-10-16,2.234015941619873
2003-10-17,2.2149527072906494
2003-10-20,2.2085981369018555
2003-10-21,2.2240309715270996
2003-10-22,2.1786417961120605
2003-10-23,2.1423308849334717
2003-10-24,2.147777557373047
2003-10-27,2.1377923488616943
2003-10-28,2.2140450477600098
2003-10-29,2.1940739154815674
2003-10-30,2.1722865104675293
2003-10-31,2.1332530975341797
2003-11-03,2.1804580688476562
2003-11-04,2.171379804611206
2003-11-05,2.1368844509124756
2003-11-06,2.2085981369018555
2003-11-07,2.207690477371216
2003-11-10,2.1786417961120605
2003-11-11,2.1423308849334717
2003-11-12,2.201336145401001
2003-11-13,2.2421858310699463
2003-11-14,2.2213072776794434
2003-11-17,2.192257881164551
2003-11-18,2.2249374389648438
2003-11-19,2.2603402137756348
2003-11-20,2.2267532348632812
2003-11-21,2.5717217922210693
2003-11-24,2.5982348918914795
2003-11-25,2.5727813243865967
2003-11-26,2.546269416809082
2003-11-28,2.5526320934295654
2003-12-01,2.696861743927002
2003-12-02,2.6915576457977295
2003-12-03,2.6629245281219482
2003-12-04,2.6671671867370605
2003-12-05,2.6883766651153564
2003-12-08,2.6883766651153564
2003-12-09,2.8018500804901123
2003-12-10,2.816697835922241
2003-12-11,2.879267930984497
2003-12-12,2.880329132080078
2003-12-15,2.848512887954712
2003-12-16,2.8686628341674805
2003-12-17,2.9248692989349365
2003-12-18,2.9959235191345215
2003-12-19,3.0033469200134277
2003-12-22,3.080764055252075
2003-12-23,3.0298590660095215
2003-12-24,3.022434949874878
2003-12-26,2.9778947830200195
2003-12-29,3.1040940284729004
2003-12-30,3.0828845500946045
2003-12-31,3.1009137630462646
2004-01-02,3.202721118927002
2004-01-05,3.4360315799713135
2004-01-06,3.5876848697662354
2004-01-07,3.5420830249786377
2004-01-08,3.4901175498962402
2004-01-09,3.495420455932617
2004-01-12,3.6046528816223145
2004-01-13,3.583441972732544
2004-01-14,3.4858756065368652
2004-01-15,3.3543736934661865
2004-01-16,3.42966890335083
2004-01-20,3.6173787117004395
2004-01-21,3.5261757373809814
2004-01-22,3.483755111694336
2004-01-23,3.5049641132354736
2004-01-26,3.5049641132354736
2004-01-27,3.495420455932617
2004-01-28,3.4158825874328613
2004-01-29,3.195298194885254
2004-01-30,3.11788010597229
2004-02-02,3.1846930980682373
2004-02-03,3.2186291217803955
2004-02-04,3.1698455810546875
2004-02-05,3.1051549911499023
2004-02-06,3.1921164989471436
2004-02-09,3.2483227252960205
2004-02-10,3.3172552585601807
2004-02-11,3.4593632221221924
2004-02-12,3.487997531890869
2004-02-13,3.4211843013763428
2004-02-17,3.394671678543091
2004-02-18,3.3161957263946533
2004-02-19,3.2186291217803955
2004-02-20,3.2196898460388184
2004-02-23,3.259988307952881
